#    L    TT             EE             TE             PP             TP          
   552   0.272657E+04   0.831820E+01   0.650007E+01   0.759453E+06   0.432194E+02
   553   0.272189E+04   0.845763E+01   0.773134E+01   0.757316E+06   0.437354E+02
   554   0.271691E+04   0.860219E+01   0.894594E+01   0.755187E+06   0.442640E+02
   555   0.271164E+04   0.875180E+01   0.101431E+02   0.753066E+06   0.448052E+02
   556   0.270606E+04   0.890646E+01   0.113222E+02   0.750953E+06   0.453588E+02
   557   0.270022E+04   0.906610E+01   0.124824E+02   0.748848E+06   0.459247E+02
   558   0.269410E+04   0.923072E+01   0.136231E+02   0.746751E+06   0.465028E+02
   559   0.268771E+04   0.940024E+01   0.147437E+02   0.744662E+06   0.470929E+02
   560   0.268105E+04   0.957466E+01   0.158435E+02   0.742581E+06   0.476950E+02
   561   0.267414E+04   0.975384E+01   0.169219E+02   0.740507E+06   0.483088E+02
   562   0.266697E+04   0.993785E+01   0.179783E+02   0.738442E+06   0.489343E+02
   563   0.265956E+04   0.101265E+02   0.190120E+02   0.736385E+06   0.495713E+02
   564   0.265191E+04   0.103199E+02   0.200223E+02   0.734335E+06   0.502197E+02
   565   0.264403E+04   0.105179E+02   0.210089E+02   0.732293E+06   0.508794E+02
   566   0.263591E+04   0.107204E+02   0.219711E+02   0.730260E+06   0.515503E+02
   567   0.262758E+04   0.109274E+02   0.229083E+02   0.728234E+06   0.522322E+02
   568   0.261903E+04   0.111388E+02   0.238199E+02   0.726216E+06   0.529250E+02
   569   0.261027E+04   0.113546E+02   0.247056E+02   0.724206E+06   0.536286E+02
   570   0.260131E+04   0.115746E+02   0.255647E+02   0.722204E+06   0.543429E+02
   571   0.259215E+04   0.117989E+02   0.263966E+02   0.720209E+06   0.550676E+02
   572   0.258281E+04   0.120273E+02   0.272010E+02   0.718223E+06   0.558028E+02
   573   0.257329E+04   0.122597E+02   0.279773E+02   0.716244E+06   0.565482E+02
   574   0.256359E+04   0.124961E+02   0.287253E+02   0.714274E+06   0.573038E+02
   575   0.255373E+04   0.127365E+02   0.294444E+02   0.712311E+06   0.580694E+02
   576   0.254371E+04   0.129806E+02   0.301343E+02   0.710356E+06   0.588449E+02
   577   0.253356E+04   0.132285E+02   0.307945E+02   0.708409E+06   0.596301E+02
   578   0.252326E+04   0.134800E+02   0.314245E+02   0.706470E+06   0.604250E+02
   579   0.251283E+04   0.137352E+02   0.320241E+02   0.704538E+06   0.612294E+02
   580   0.250228E+04   0.139938E+02   0.325929E+02   0.702615E+06   0.620432E+02
   581   0.249161E+04   0.142558E+02   0.331304E+02   0.700699E+06   0.628663E+02
   582   0.248084E+04   0.145211E+02   0.336361E+02   0.698791E+06   0.636985E+02
   583   0.246997E+04   0.147895E+02   0.341098E+02   0.696891E+06   0.645397E+02
   584   0.245901E+04   0.150612E+02   0.345511E+02   0.694999E+06   0.653898E+02
   585   0.244797E+04   0.153357E+02   0.349595E+02   0.693115E+06   0.662486E+02
   586   0.243684E+04   0.156132E+02   0.353348E+02   0.691238E+06   0.671161E+02
   587   0.242565E+04   0.158936E+02   0.356768E+02   0.689369E+06   0.679921E+02
   588   0.241441E+04   0.161766E+02   0.359851E+02   0.687509E+06   0.688764E+02
   589   0.240310E+04   0.164622E+02   0.362595E+02   0.685656E+06   0.697690E+02
   590   0.239176E+04   0.167504E+02   0.364998E+02   0.683810E+06   0.706698E+02
   591   0.238038E+04   0.170409E+02   0.367057E+02   0.681973E+06   0.715785E+02
   592   0.236897E+04   0.173337E+02   0.368768E+02   0.680143E+06   0.724951E+02
   593   0.235754E+04   0.176287E+02   0.370131E+02   0.678321E+06   0.734194E+02
   594   0.234610E+04   0.179257E+02   0.371145E+02   0.676507E+06   0.743514E+02
   595   0.233465E+04   0.182247E+02   0.371806E+02   0.674701E+06   0.752908E+02
   596   0.232321E+04   0.185255E+02   0.372115E+02   0.672902E+06   0.762377E+02
   597   0.231178E+04   0.188281E+02   0.372068E+02   0.671112E+06   0.771917E+02
   598   0.230037E+04   0.191322E+02   0.371666E+02   0.669329E+06   0.781529E+02
   599   0.228898E+04   0.194379E+02   0.370905E+02   0.667553E+06   0.791210E+02
   600   0.227763E+04   0.197449E+02   0.369787E+02   0.665786E+06   0.800961E+02
   601   0.226633E+04   0.200531E+02   0.368310E+02   0.664026E+06   0.810778E+02
   602   0.225506E+04   0.203625E+02   0.366476E+02   0.662274E+06   0.820660E+02
   603   0.224385E+04   0.206729E+02   0.364285E+02   0.660530E+06   0.830605E+02
   604   0.223269E+04   0.209842E+02   0.361738E+02   0.658793E+06   0.840610E+02
   605   0.222158E+04   0.212963E+02   0.358836E+02   0.657064E+06   0.850672E+02
   606   0.221054E+04   0.216090E+02   0.355580E+02   0.655343E+06   0.860790E+02
   607   0.219956E+04   0.219223E+02   0.351970E+02   0.653628E+06   0.870961E+02
   608   0.218865E+04   0.222360E+02   0.348008E+02   0.651922E+06   0.881182E+02
   609   0.217782E+04   0.225500E+02   0.343698E+02   0.650222E+06   0.891452E+02
   610   0.216704E+04   0.228641E+02   0.339039E+02   0.648530E+06   0.901767E+02
   611   0.215636E+04   0.231781E+02   0.334033E+02   0.646845E+06   0.912125E+02
   612   0.214575E+04   0.234921E+02   0.328681E+02   0.645167E+06   0.922524E+02
   613   0.213523E+04   0.238059E+02   0.322986E+02   0.643496E+06   0.932962E+02
   614   0.212480E+04   0.241192E+02   0.316951E+02   0.641832E+06   0.943436E+02
   615   0.211445E+04   0.244321E+02   0.310578E+02   0.640176E+06   0.953943E+02
   616   0.210421E+04   0.247444E+02   0.303873E+02   0.638526E+06   0.964482E+02
   617   0.209406E+04   0.250560E+02   0.296837E+02   0.636883E+06   0.975050E+02
   618   0.208402E+04   0.253668E+02   0.289475E+02   0.635247E+06   0.985644E+02
   619   0.207409E+04   0.256766E+02   0.281790E+02   0.633618E+06   0.996262E+02
   620   0.206426E+04   0.259855E+02   0.273785E+02   0.631996E+06   0.100690E+03
   621   0.205455E+04   0.262932E+02   0.265464E+02   0.630380E+06   0.101756E+03
   622   0.204496E+04   0.265995E+02   0.256831E+02   0.628771E+06   0.102824E+03
   623   0.203548E+04   0.269045E+02   0.247890E+02   0.627168E+06   0.103893E+03
   624   0.202613E+04   0.272080E+02   0.238644E+02   0.625572E+06   0.104963E+03
   625   0.201690E+04   0.275098E+02   0.229096E+02   0.623983E+06   0.106034E+03
   626   0.200780E+04   0.278097E+02   0.219251E+02   0.622399E+06   0.107106E+03
   627   0.199883E+04   0.281077E+02   0.209112E+02   0.620823E+06   0.108178E+03
   628   0.199000E+04   0.284036E+02   0.198683E+02   0.619252E+06   0.109251E+03
   629   0.198130E+04   0.286974E+02   0.187971E+02   0.617688E+06   0.110324E+03
   630   0.197274E+04   0.289889E+02   0.176980E+02   0.616130E+06   0.111396E+03
   631   0.196432E+04   0.292779E+02   0.165714E+02   0.614578E+06   0.112468E+03
   632   0.195604E+04   0.295645E+02   0.154179E+02   0.613032E+06   0.113539E+03
   633   0.194791E+04   0.298484E+02   0.142379E+02   0.611492E+06   0.114609E+03
   634   0.193993E+04   0.301295E+02   0.130320E+02   0.609958E+06   0.115678E+03
   635   0.193209E+04   0.304077E+02   0.118008E+02   0.608430E+06   0.116746E+03
   636   0.192441E+04   0.306829E+02   0.105448E+02   0.606908E+06   0.117812E+03
   637   0.191689E+04   0.309551E+02   0.926452E+01   0.605392E+06   0.118876E+03
   638   0.190953E+04   0.312240E+02   0.796067E+01   0.603882E+06   0.119937E+03
   639   0.190232E+04   0.314896E+02   0.663376E+01   0.602377E+06   0.120997E+03
   640   0.189527E+04   0.317517E+02   0.528439E+01   0.600878E+06   0.122053E+03
   641   0.188839E+04   0.320104E+02   0.391315E+01   0.599384E+06   0.123107E+03
   642   0.188166E+04   0.322653E+02   0.252069E+01   0.597896E+06   0.124158E+03
   643   0.187511E+04   0.325165E+02   0.110767E+01   0.596414E+06   0.125205E+03
   644   0.186872E+04   0.327639E+02  -0.325218E+00   0.594937E+06   0.126249E+03
   645   0.186250E+04   0.330072E+02  -0.177732E+01   0.593465E+06   0.127289E+03
   646   0.185646E+04   0.332463E+02  -0.324797E+01   0.591999E+06   0.128325E+03
   647   0.185058E+04   0.334813E+02  -0.473643E+01   0.590538E+06   0.129356E+03
   648   0.184487E+04   0.337119E+02  -0.624216E+01   0.589082E+06   0.130383E+03
   649   0.183934E+04   0.339380E+02  -0.776427E+01   0.587631E+06   0.131405E+03
   650   0.183398E+04   0.341597E+02  -0.930215E+01   0.586186E+06   0.132422E+03
   651   0.182880E+04   0.343768E+02  -0.108550E+02   0.584745E+06   0.133434E+03
   652   0.182379E+04   0.345894E+02  -0.124223E+02   0.583310E+06   0.134440E+03
   653   0.181897E+04   0.347972E+02  -0.140036E+02   0.581879E+06   0.135441E+03
   654   0.181433E+04   0.350003E+02  -0.155983E+02   0.580454E+06   0.136437E+03
   655   0.180988E+04   0.351985E+02  -0.172058E+02   0.579034E+06   0.137427E+03
   656   0.180561E+04   0.353919E+02  -0.188255E+02   0.577618E+06   0.138411E+03
   657   0.180153E+04   0.355802E+02  -0.204570E+02   0.576208E+06   0.139390E+03
   658   0.179765E+04   0.357636E+02  -0.220995E+02   0.574802E+06   0.140363E+03
   659   0.179395E+04   0.359417E+02  -0.237526E+02   0.573402E+06   0.141331E+03
   660   0.179046E+04   0.361147E+02  -0.254156E+02   0.572006E+06   0.142293E+03
   661   0.178715E+04   0.362823E+02  -0.270879E+02   0.570615E+06   0.143249E+03
   662   0.178405E+04   0.364444E+02  -0.287690E+02   0.569230E+06   0.144199E+03
   663   0.178114E+04   0.366012E+02  -0.304582E+02   0.567849E+06   0.145143E+03
   664   0.177843E+04   0.367524E+02  -0.321548E+02   0.566473E+06   0.146081E+03
   665   0.177593E+04   0.368980E+02  -0.338584E+02   0.565101E+06   0.147013E+03
   666   0.177362E+04   0.370379E+02  -0.355682E+02   0.563735E+06   0.147939E+03
   667   0.177152E+04   0.371723E+02  -0.372837E+02   0.562374E+06   0.148858E+03
   668   0.176963E+04   0.373008E+02  -0.390042E+02   0.561017E+06   0.149772E+03
   669   0.176793E+04   0.374234E+02  -0.407291E+02   0.559665E+06   0.150679E+03
   670   0.176645E+04   0.375403E+02  -0.424578E+02   0.558318E+06   0.151580E+03
   671   0.176517E+04   0.376513E+02  -0.441897E+02   0.556976E+06   0.152475E+03
   672   0.176409E+04   0.377563E+02  -0.459242E+02   0.555638E+06   0.153363E+03
   673   0.176322E+04   0.378553E+02  -0.476605E+02   0.554305E+06   0.154245E+03
   674   0.176256E+04   0.379483E+02  -0.493981E+02   0.552977E+06   0.155120E+03
   675   0.176211E+04   0.380353E+02  -0.511364E+02   0.551654E+06   0.155989E+03
   676   0.176187E+04   0.381161E+02  -0.528747E+02   0.550335E+06   0.156851E+03
   677   0.176184E+04   0.381908E+02  -0.546124E+02   0.549021E+06   0.157706E+03
   678   0.176200E+04   0.382594E+02  -0.563488E+02   0.547712E+06   0.158555E+03
   679   0.176238E+04   0.383216E+02  -0.580831E+02   0.546407E+06   0.159397E+03
   680   0.176297E+04   0.383776E+02  -0.598148E+02   0.545108E+06   0.160232E+03
   681   0.176375E+04   0.384273E+02  -0.615430E+02   0.543812E+06   0.161060E+03
   682   0.176474E+04   0.384706E+02  -0.632673E+02   0.542521E+06   0.161881E+03
   683   0.176594E+04   0.385075E+02  -0.649867E+02   0.541235E+06   0.162695E+03
   684   0.176735E+04   0.385379E+02  -0.667010E+02   0.539954E+06   0.163502E+03
   685   0.176895E+04   0.385621E+02  -0.684093E+02   0.538677E+06   0.164302E+03
   686   0.177076E+04   0.385799E+02  -0.701109E+02   0.537404E+06   0.165095E+03
   687   0.177277E+04   0.385914E+02  -0.718058E+02   0.536137E+06   0.165880E+03
   688   0.177498E+04   0.385966E+02  -0.734936E+02   0.534873E+06   0.166658E+03
   689   0.177739E+04   0.385955E+02  -0.751728E+02   0.533615E+06   0.167429E+03
   690   0.178000E+04   0.385882E+02  -0.768429E+02   0.532360E+06   0.168193E+03
   691   0.178281E+04   0.385746E+02  -0.785039E+02   0.531110E+06   0.168949E+03
   692   0.178582E+04   0.385548E+02  -0.801553E+02   0.529865E+06   0.169698E+03
   693   0.178902E+04   0.385287E+02  -0.817964E+02   0.528624E+06   0.170439E+03
   694   0.179242E+04   0.384965E+02  -0.834259E+02   0.527388E+06   0.171172E+03
   695   0.179601E+04   0.384580E+02  -0.850439E+02   0.526156E+06   0.171898E+03
   696   0.179978E+04   0.384133E+02  -0.866490E+02   0.524928E+06   0.172616E+03
   697   0.180375E+04   0.383624E+02  -0.882414E+02   0.523705E+06   0.173327E+03
   698   0.180789E+04   0.383053E+02  -0.898196E+02   0.522487E+06   0.174029E+03
   699   0.181223E+04   0.382420E+02  -0.913840E+02   0.521272E+06   0.174724E+03
   700   0.181674E+04   0.381726E+02  -0.929337E+02   0.520062E+06   0.175411E+03
   701   0.182144E+04   0.380972E+02  -0.944682E+02   0.518857E+06   0.176089E+03
   702   0.182630E+04   0.380156E+02  -0.959866E+02   0.517655E+06   0.176760E+03
   703   0.183134E+04   0.379281E+02  -0.974888E+02   0.516458E+06   0.177423E+03
   704   0.183656E+04   0.378346E+02  -0.989724E+02   0.515265E+06   0.178077E+03
   705   0.184193E+04   0.377352E+02  -0.100438E+03   0.514077E+06   0.178722E+03
   706   0.184747E+04   0.376300E+02  -0.101884E+03   0.512892E+06   0.179360E+03
   707   0.185317E+04   0.375190E+02  -0.103311E+03   0.511712E+06   0.179988E+03
   708   0.185902E+04   0.374021E+02  -0.104717E+03   0.510536E+06   0.180608E+03
   709   0.186504E+04   0.372797E+02  -0.106102E+03   0.509364E+06   0.181218E+03
   710   0.187119E+04   0.371517E+02  -0.107465E+03   0.508196E+06   0.181820E+03
   711   0.187749E+04   0.370180E+02  -0.108805E+03   0.507032E+06   0.182412E+03
   712   0.188394E+04   0.368789E+02  -0.110122E+03   0.505872E+06   0.182995E+03
   713   0.189052E+04   0.367343E+02  -0.111414E+03   0.504717E+06   0.183569E+03
   714   0.189723E+04   0.365843E+02  -0.112681E+03   0.503565E+06   0.184133E+03
   715   0.190407E+04   0.364290E+02  -0.113923E+03   0.502417E+06   0.184687E+03
   716   0.191104E+04   0.362683E+02  -0.115139E+03   0.501272E+06   0.185232E+03
   717   0.191812E+04   0.361023E+02  -0.116327E+03   0.500132E+06   0.185766E+03
   718   0.192532E+04   0.359312E+02  -0.117488E+03   0.498996E+06   0.186291E+03
   719   0.193263E+04   0.357550E+02  -0.118620E+03   0.497863E+06   0.186805E+03
   720   0.194005E+04   0.355737E+02  -0.119724E+03   0.496734E+06   0.187310E+03
   721   0.194757E+04   0.353876E+02  -0.120798E+03   0.495609E+06   0.187803E+03
   722   0.195520E+04   0.351967E+02  -0.121842E+03   0.494487E+06   0.188287E+03
   723   0.196292E+04   0.350012E+02  -0.122857E+03   0.493369E+06   0.188759E+03
   724   0.197074E+04   0.348012E+02  -0.123840E+03   0.492255E+06   0.189221E+03
   725   0.197864E+04   0.345967E+02  -0.124792E+03   0.491145E+06   0.189672E+03
   726   0.198664E+04   0.343878E+02  -0.125713E+03   0.490037E+06   0.190111E+03
   727   0.199471E+04   0.341746E+02  -0.126602E+03   0.488934E+06   0.190540E+03
   728   0.200287E+04   0.339573E+02  -0.127458E+03   0.487834E+06   0.190957E+03
   729   0.201109E+04   0.337359E+02  -0.128280E+03   0.486737E+06   0.191363E+03
   730   0.201939E+04   0.335105E+02  -0.129069E+03   0.485644E+06   0.191758E+03
   731   0.202775E+04   0.332811E+02  -0.129824E+03   0.484555E+06   0.192141E+03
   732   0.203616E+04   0.330480E+02  -0.130543E+03   0.483468E+06   0.192512E+03
   733   0.204463E+04   0.328111E+02  -0.131228E+03   0.482385E+06   0.192871E+03
   734   0.205316E+04   0.325706E+02  -0.131876E+03   0.481306E+06   0.193218E+03
   735   0.206171E+04   0.323266E+02  -0.132488E+03   0.480229E+06   0.193553E+03
   736   0.207032E+04   0.320793E+02  -0.133064E+03   0.479156E+06   0.193876E+03
   737   0.207896E+04   0.318287E+02  -0.133603E+03   0.478086E+06   0.194187E+03
   738   0.208762E+04   0.315750E+02  -0.134105E+03   0.477020E+06   0.194485E+03
   739   0.209632E+04   0.313181E+02  -0.134570E+03   0.475956E+06   0.194770E+03
   740   0.210503E+04   0.310584E+02  -0.134995E+03   0.474896E+06   0.195043E+03
   741   0.211375E+04   0.307960E+02  -0.135383E+03   0.473839E+06   0.195302E+03
   742   0.212248E+04   0.305309E+02  -0.135732E+03   0.472784E+06   0.195549E+03
   743   0.213123E+04   0.302632E+02  -0.136043E+03   0.471733E+06   0.195783E+03
   744   0.213996E+04   0.299932E+02  -0.136314E+03   0.470685E+06   0.196003E+03
   745   0.214869E+04   0.297210E+02  -0.136546E+03   0.469640E+06   0.196210E+03
   746   0.215740E+04   0.294465E+02  -0.136739E+03   0.468598E+06   0.196404E+03
   747   0.216610E+04   0.291701E+02  -0.136891E+03   0.467558E+06   0.196584E+03
   748   0.217477E+04   0.288918E+02  -0.137004E+03   0.466522E+06   0.196750E+03
   749   0.218343E+04   0.286117E+02  -0.137076E+03   0.465488E+06   0.196903E+03
   750   0.219205E+04   0.283299E+02  -0.137109E+03   0.464458E+06   0.197041E+03
   751   0.220063E+04   0.280466E+02  -0.137101E+03   0.463430E+06   0.197166E+03
   752   0.220916E+04   0.277619E+02  -0.137051E+03   0.462404E+06   0.197276E+03
   753   0.221766E+04   0.274758E+02  -0.136963E+03   0.461382E+06   0.197373E+03
   754   0.222611E+04   0.271885E+02  -0.136834E+03   0.460363E+06   0.197456E+03
   755   0.223452E+04   0.269003E+02  -0.136665E+03   0.459346E+06   0.197525E+03
   756   0.224286E+04   0.266112E+02  -0.136456E+03   0.458332E+06   0.197581E+03
   757   0.225117E+04   0.263214E+02  -0.136207E+03   0.457321E+06   0.197624E+03
   758   0.225942E+04   0.260310E+02  -0.135920E+03   0.456312E+06   0.197653E+03
   759   0.226761E+04   0.257402E+02  -0.135593E+03   0.455307E+06   0.197669E+03
   760   0.227575E+04   0.254490E+02  -0.135228E+03   0.454304E+06   0.197672E+03
   761   0.228382E+04   0.251578E+02  -0.134823E+03   0.453304E+06   0.197662E+03
   762   0.229183E+04   0.248664E+02  -0.134380E+03   0.452307E+06   0.197640E+03
   763   0.229977E+04   0.245752E+02  -0.133899E+03   0.451313E+06   0.197604E+03
   764   0.230764E+04   0.242841E+02  -0.133379E+03   0.450322E+06   0.197557E+03
   765   0.231542E+04   0.239933E+02  -0.132821E+03   0.449333E+06   0.197497E+03
   766   0.232313E+04   0.237030E+02  -0.132225E+03   0.448347E+06   0.197424E+03
   767   0.233074E+04   0.234132E+02  -0.131590E+03   0.447365E+06   0.197339E+03
   768   0.233828E+04   0.231241E+02  -0.130917E+03   0.446385E+06   0.197243E+03
   769   0.234570E+04   0.228358E+02  -0.130207E+03   0.445408E+06   0.197134E+03
   770   0.235304E+04   0.225486E+02  -0.129460E+03   0.444433E+06   0.197013E+03
   771   0.236028E+04   0.222625E+02  -0.128677E+03   0.443462E+06   0.196881E+03
   772   0.236741E+04   0.219777E+02  -0.127857E+03   0.442494E+06   0.196737E+03
   773   0.237443E+04   0.216943E+02  -0.127003E+03   0.441528E+06   0.196582E+03
   774   0.238134E+04   0.214125E+02  -0.126113E+03   0.440565E+06   0.196415E+03
   775   0.238814E+04   0.211323E+02  -0.125189E+03   0.439605E+06   0.196237E+03
   776   0.239483E+04   0.208541E+02  -0.124231E+03   0.438648E+06   0.196048E+03
   777   0.240141E+04   0.205777E+02  -0.123239E+03   0.437694E+06   0.195848E+03
   778   0.240788E+04   0.203035E+02  -0.122215E+03   0.436743E+06   0.195637E+03
   779   0.241424E+04   0.200314E+02  -0.121158E+03   0.435795E+06   0.195415E+03
   780   0.242048E+04   0.197617E+02  -0.120070E+03   0.434850E+06   0.195183E+03
   781   0.242661E+04   0.194943E+02  -0.118950E+03   0.433907E+06   0.194940E+03
   782   0.243262E+04   0.192295E+02  -0.117800E+03   0.432968E+06   0.194687E+03
   783   0.243852E+04   0.189674E+02  -0.116618E+03   0.432031E+06   0.194423E+03
   784   0.244429E+04   0.187080E+02  -0.115407E+03   0.431097E+06   0.194150E+03
   785   0.244993E+04   0.184514E+02  -0.114165E+03   0.430166E+06   0.193866E+03
   786   0.245543E+04   0.181978E+02  -0.112893E+03   0.429239E+06   0.193572E+03
   787   0.246079E+04   0.179473E+02  -0.111592E+03   0.428314E+06   0.193268E+03
   788   0.246602E+04   0.176999E+02  -0.110261E+03   0.427392E+06   0.192955E+03
   789   0.247110E+04   0.174559E+02  -0.108902E+03   0.426473E+06   0.192632E+03
   790   0.247604E+04   0.172153E+02  -0.107514E+03   0.425557E+06   0.192300E+03
   791   0.248082E+04   0.169783E+02  -0.106100E+03   0.424644E+06   0.191958E+03
   792   0.248547E+04   0.167452E+02  -0.104661E+03   0.423733E+06   0.191608E+03
   793   0.248996E+04   0.165159E+02  -0.103196E+03   0.422826E+06   0.191248E+03
   794   0.249431E+04   0.162907E+02  -0.101708E+03   0.421922E+06   0.190879E+03
   795   0.249850E+04   0.160697E+02  -0.100197E+03   0.421021E+06   0.190501E+03
   796   0.250254E+04   0.158530E+02  -0.986636E+02   0.420122E+06   0.190114E+03
   797   0.250644E+04   0.156405E+02  -0.971084E+02   0.419227E+06   0.189719E+03
   798   0.251018E+04   0.154325E+02  -0.955319E+02   0.418334E+06   0.189315E+03
   799   0.251378E+04   0.152289E+02  -0.939347E+02   0.417445E+06   0.188903E+03
   800   0.251724E+04   0.150298E+02  -0.923163E+02   0.416559E+06   0.188483E+03
   801   0.252054E+04   0.148352E+02  -0.906788E+02   0.415675E+06   0.188054E+03
   802   0.252369E+04   0.146452E+02  -0.890217E+02   0.414795E+06   0.187617E+03
   803   0.252669E+04   0.144600E+02  -0.873455E+02   0.413917E+06   0.187173E+03
   804   0.252953E+04   0.142796E+02  -0.856517E+02   0.413043E+06   0.186720E+03
   805   0.253220E+04   0.141042E+02  -0.839395E+02   0.412171E+06   0.186260E+03
   806   0.253469E+04   0.139339E+02  -0.822112E+02   0.411302E+06   0.185792E+03
   807   0.253700E+04   0.137688E+02  -0.804652E+02   0.410436E+06   0.185316E+03
   808   0.253912E+04   0.136090E+02  -0.787044E+02   0.409573E+06   0.184833E+03
   809   0.254105E+04   0.134546E+02  -0.769281E+02   0.408712E+06   0.184342E+03
   810   0.254279E+04   0.133058E+02  -0.751370E+02   0.407855E+06   0.183844E+03
   811   0.254433E+04   0.131625E+02  -0.733327E+02   0.407000E+06   0.183338E+03
   812   0.254568E+04   0.130247E+02  -0.715158E+02   0.406148E+06   0.182825E+03
   813   0.254684E+04   0.128926E+02  -0.696872E+02   0.405298E+06   0.182305E+03
   814   0.254782E+04   0.127661E+02  -0.678479E+02   0.404451E+06   0.181778E+03
   815   0.254861E+04   0.126452E+02  -0.659986E+02   0.403607E+06   0.181244E+03
   816   0.254922E+04   0.125301E+02  -0.641402E+02   0.402766E+06   0.180704E+03
   817   0.254964E+04   0.124209E+02  -0.622733E+02   0.401927E+06   0.180156E+03
   818   0.254986E+04   0.123175E+02  -0.603979E+02   0.401090E+06   0.179602E+03
   819   0.254988E+04   0.122199E+02  -0.585146E+02   0.400256E+06   0.179041E+03
   820   0.254969E+04   0.121285E+02  -0.566237E+02   0.399425E+06   0.178473E+03
   821   0.254927E+04   0.120431E+02  -0.547255E+02   0.398596E+06   0.177899E+03
   822   0.254863E+04   0.119638E+02  -0.528204E+02   0.397770E+06   0.177319E+03
   823   0.254776E+04   0.118907E+02  -0.509088E+02   0.396946E+06   0.176732E+03
   824   0.254667E+04   0.118239E+02  -0.489917E+02   0.396124E+06   0.176139E+03
   825   0.254535E+04   0.117633E+02  -0.470703E+02   0.395305E+06   0.175540E+03
   826   0.254381E+04   0.117090E+02  -0.451457E+02   0.394489E+06   0.174935E+03
   827   0.254205E+04   0.116609E+02  -0.432191E+02   0.393674E+06   0.174324E+03
   828   0.254007E+04   0.116191E+02  -0.412915E+02   0.392862E+06   0.173707E+03
   829   0.253788E+04   0.115837E+02  -0.393640E+02   0.392052E+06   0.173085E+03
   830   0.253549E+04   0.115547E+02  -0.374379E+02   0.391245E+06   0.172456E+03
   831   0.253289E+04   0.115319E+02  -0.355132E+02   0.390440E+06   0.171822E+03
   832   0.253007E+04   0.115156E+02  -0.335907E+02   0.389637E+06   0.171183E+03
   833   0.252702E+04   0.115057E+02  -0.316703E+02   0.388836E+06   0.170538E+03
   834   0.252375E+04   0.115023E+02  -0.297526E+02   0.388037E+06   0.169887E+03
   835   0.252024E+04   0.115054E+02  -0.278378E+02   0.387241E+06   0.169232E+03
   836   0.251649E+04   0.115149E+02  -0.259262E+02   0.386446E+06   0.168571E+03
   837   0.251249E+04   0.115311E+02  -0.240183E+02   0.385654E+06   0.167905E+03
   838   0.250825E+04   0.115537E+02  -0.221149E+02   0.384864E+06   0.167234E+03
   839   0.250377E+04   0.115828E+02  -0.202170E+02   0.384076E+06   0.166558E+03
   840   0.249905E+04   0.116184E+02  -0.183255E+02   0.383289E+06   0.165877E+03
   841   0.249410E+04   0.116604E+02  -0.164415E+02   0.382505E+06   0.165192E+03
   842   0.248893E+04   0.117088E+02  -0.145658E+02   0.381723E+06   0.164502E+03
   843   0.248352E+04   0.117634E+02  -0.126994E+02   0.380943E+06   0.163807E+03
   844   0.247790E+04   0.118243E+02  -0.108433E+02   0.380165E+06   0.163107E+03
   845   0.247205E+04   0.118916E+02  -0.899790E+01   0.379388E+06   0.162404E+03
   846   0.246598E+04   0.119651E+02  -0.716396E+01   0.378614E+06   0.161696E+03
   847   0.245967E+04   0.120450E+02  -0.534189E+01   0.377841E+06   0.160983E+03
   848   0.245313E+04   0.121313E+02  -0.353226E+01   0.377070E+06   0.160267E+03
   849   0.244635E+04   0.122239E+02  -0.173560E+01   0.376301E+06   0.159546E+03
   850   0.243931E+04   0.123229E+02   0.475533E-01   0.375534E+06   0.158821E+03
   851   0.243204E+04   0.124284E+02   0.181667E+01   0.374769E+06   0.158093E+03
   852   0.242453E+04   0.125402E+02   0.357122E+01   0.374005E+06   0.157360E+03
   853   0.241679E+04   0.126581E+02   0.531071E+01   0.373243E+06   0.156624E+03
   854   0.240881E+04   0.127822E+02   0.703461E+01   0.372483E+06   0.155884E+03
   855   0.240063E+04   0.129122E+02   0.874241E+01   0.371724E+06   0.155140E+03
   856   0.239223E+04   0.130483E+02   0.104336E+02   0.370967E+06   0.154392E+03
   857   0.238363E+04   0.131900E+02   0.121077E+02   0.370213E+06   0.153641E+03
   858   0.237483E+04   0.133375E+02   0.137642E+02   0.369459E+06   0.152886E+03
   859   0.236585E+04   0.134907E+02   0.154020E+02   0.368708E+06   0.152128E+03
   860   0.235667E+04   0.136496E+02   0.170206E+02   0.367958E+06   0.151366E+03
   861   0.234732E+04   0.138141E+02   0.186189E+02   0.367211E+06   0.150600E+03
   862   0.233777E+04   0.139843E+02   0.201960E+02   0.366465E+06   0.149831E+03
   863   0.232806E+04   0.141601E+02   0.217512E+02   0.365720E+06   0.149059E+03
   864   0.231817E+04   0.143415E+02   0.232835E+02   0.364978E+06   0.148283E+03
   865   0.230811E+04   0.145285E+02   0.247922E+02   0.364237E+06   0.147504E+03
   866   0.229789E+04   0.147209E+02   0.262769E+02   0.363498E+06   0.146722E+03
   867   0.228750E+04   0.149188E+02   0.277376E+02   0.362761E+06   0.145936E+03
   868   0.227695E+04   0.151220E+02   0.291740E+02   0.362026E+06   0.145148E+03
   869   0.226625E+04   0.153304E+02   0.305860E+02   0.361292E+06   0.144356E+03
   870   0.225540E+04   0.155439E+02   0.319734E+02   0.360561E+06   0.143561E+03
   871   0.224439E+04   0.157625E+02   0.333360E+02   0.359831E+06   0.142762E+03
