#    L    TT             EE             TE             PP             TP          
   323   0.298960E+04   0.133268E+02   0.101167E+03   0.157841E+07   0.895685E+03
   324   0.295810E+04   0.135143E+02   0.100422E+03   0.157243E+07   0.887282E+03
   325   0.292684E+04   0.137014E+02   0.996444E+02   0.156648E+07   0.878877E+03
   326   0.289581E+04   0.138881E+02   0.988349E+02   0.156057E+07   0.870471E+03
   327   0.286503E+04   0.140742E+02   0.979933E+02   0.155470E+07   0.862068E+03
   328   0.283452E+04   0.142596E+02   0.971209E+02   0.154885E+07   0.853673E+03
   329   0.280429E+04   0.144444E+02   0.962195E+02   0.154305E+07   0.845287E+03
   330   0.277434E+04   0.146283E+02   0.952881E+02   0.153728E+07   0.836916E+03
   331   0.274469E+04   0.148114E+02   0.943279E+02   0.153154E+07   0.828562E+03
   332   0.271536E+04   0.149937E+02   0.933392E+02   0.152584E+07   0.820229E+03
   333   0.268634E+04   0.151749E+02   0.923242E+02   0.152017E+07   0.811920E+03
   334   0.265765E+04   0.153550E+02   0.912823E+02   0.151454E+07   0.803639E+03
   335   0.262932E+04   0.155340E+02   0.902149E+02   0.150894E+07   0.795390E+03
   336   0.260134E+04   0.157117E+02   0.891223E+02   0.150337E+07   0.787175E+03
   337   0.257373E+04   0.158882E+02   0.880065E+02   0.149784E+07   0.778999E+03
   338   0.254649E+04   0.160634E+02   0.868672E+02   0.149235E+07   0.770865E+03
   339   0.251965E+04   0.162372E+02   0.857063E+02   0.148688E+07   0.762777E+03
   340   0.249321E+04   0.164095E+02   0.845241E+02   0.148146E+07   0.754737E+03
   341   0.246718E+04   0.165803E+02   0.833213E+02   0.147606E+07   0.746750E+03
   342   0.244156E+04   0.167493E+02   0.820981E+02   0.147070E+07   0.738819E+03
   343   0.241638E+04   0.169167E+02   0.808566E+02   0.146537E+07   0.730947E+03
   344   0.239162E+04   0.170822E+02   0.795964E+02   0.146008E+07   0.723139E+03
   345   0.236731E+04   0.172459E+02   0.783187E+02   0.145482E+07   0.715397E+03
   346   0.234345E+04   0.174076E+02   0.770239E+02   0.144959E+07   0.707725E+03
   347   0.232004E+04   0.175672E+02   0.757132E+02   0.144440E+07   0.700126E+03
   348   0.229710E+04   0.177247E+02   0.743871E+02   0.143924E+07   0.692605E+03
   349   0.227464E+04   0.178800E+02   0.730482E+02   0.143412E+07   0.685164E+03
   350   0.225267E+04   0.180331E+02   0.716962E+02   0.142903E+07   0.677808E+03
   351   0.223120E+04   0.181840E+02   0.703329E+02   0.142397E+07   0.670538E+03
   352   0.221023E+04   0.183326E+02   0.689586E+02   0.141894E+07   0.663354E+03
   353   0.218977E+04   0.184788E+02   0.675729E+02   0.141395E+07   0.656254E+03
   354   0.216980E+04   0.186227E+02   0.661775E+02   0.140899E+07   0.649238E+03
   355   0.215035E+04   0.187640E+02   0.647710E+02   0.140406E+07   0.642302E+03
   356   0.213140E+04   0.189028E+02   0.633538E+02   0.139916E+07   0.635446E+03
   357   0.211294E+04   0.190389E+02   0.619260E+02   0.139429E+07   0.628668E+03
   358   0.209499E+04   0.191725E+02   0.604879E+02   0.138945E+07   0.621966E+03
   359   0.207752E+04   0.193031E+02   0.590389E+02   0.138465E+07   0.615338E+03
   360   0.206055E+04   0.194310E+02   0.575801E+02   0.137987E+07   0.608784E+03
   361   0.204407E+04   0.195560E+02   0.561098E+02   0.137512E+07   0.602301E+03
   362   0.202807E+04   0.196780E+02   0.546295E+02   0.137040E+07   0.595888E+03
   363   0.201257E+04   0.197969E+02   0.531391E+02   0.136571E+07   0.589543E+03
   364   0.199754E+04   0.199129E+02   0.516389E+02   0.136105E+07   0.583265E+03
   365   0.198300E+04   0.200256E+02   0.501292E+02   0.135641E+07   0.577051E+03
   366   0.196893E+04   0.201352E+02   0.486102E+02   0.135180E+07   0.570901E+03
   367   0.195535E+04   0.202416E+02   0.470820E+02   0.134722E+07   0.564812E+03
   368   0.194223E+04   0.203447E+02   0.455452E+02   0.134267E+07   0.558784E+03
   369   0.192958E+04   0.204446E+02   0.439998E+02   0.133814E+07   0.552814E+03
   370   0.191741E+04   0.205409E+02   0.424461E+02   0.133363E+07   0.546901E+03
   371   0.190569E+04   0.206340E+02   0.408844E+02   0.132915E+07   0.541043E+03
   372   0.189443E+04   0.207236E+02   0.393149E+02   0.132470E+07   0.535239E+03
   373   0.188363E+04   0.208097E+02   0.377379E+02   0.132027E+07   0.529486E+03
   374   0.187327E+04   0.208923E+02   0.361536E+02   0.131586E+07   0.523784E+03
   375   0.186336E+04   0.209714E+02   0.345622E+02   0.131148E+07   0.518131E+03
   376   0.185389E+04   0.210468E+02   0.329640E+02   0.130712E+07   0.512525E+03
   377   0.184485E+04   0.211186E+02   0.313592E+02   0.130279E+07   0.506964E+03
   378   0.183624E+04   0.211867E+02   0.297481E+02   0.129847E+07   0.501447E+03
   379   0.182806E+04   0.212509E+02   0.281308E+02   0.129418E+07   0.495973E+03
   380   0.182030E+04   0.213114E+02   0.265076E+02   0.128991E+07   0.490539E+03
   381   0.181296E+04   0.213681E+02   0.248788E+02   0.128566E+07   0.485144E+03
   382   0.180602E+04   0.214208E+02   0.232445E+02   0.128143E+07   0.479787E+03
   383   0.179950E+04   0.214697E+02   0.216052E+02   0.127722E+07   0.474465E+03
   384   0.179337E+04   0.215147E+02   0.199610E+02   0.127303E+07   0.469177E+03
   385   0.178762E+04   0.215557E+02   0.183124E+02   0.126886E+07   0.463922E+03
   386   0.178227E+04   0.215929E+02   0.166597E+02   0.126471E+07   0.458698E+03
   387   0.177730E+04   0.216261E+02   0.150032E+02   0.126057E+07   0.453503E+03
   388   0.177269E+04   0.216554E+02   0.133432E+02   0.125646E+07   0.448336E+03
   389   0.176844E+04   0.216809E+02   0.116801E+02   0.125236E+07   0.443195E+03
   390   0.176456E+04   0.217023E+02   0.100141E+02   0.124828E+07   0.438078E+03
   391   0.176103E+04   0.217199E+02   0.834556E+01   0.124422E+07   0.432985E+03
   392   0.175783E+04   0.217334E+02   0.667475E+01   0.124018E+07   0.427912E+03
   393   0.175497E+04   0.217430E+02   0.500191E+01   0.123615E+07   0.422859E+03
   394   0.175243E+04   0.217486E+02   0.332727E+01   0.123213E+07   0.417824E+03
   395   0.175021E+04   0.217501E+02   0.165119E+01   0.122813E+07   0.412805E+03
   396   0.174829E+04   0.217476E+02  -0.260906E-01   0.122415E+07   0.407801E+03
   397   0.174668E+04   0.217411E+02  -0.170430E+01   0.122018E+07   0.402810E+03
   398   0.174535E+04   0.217306E+02  -0.338320E+01   0.121622E+07   0.397831E+03
   399   0.174432E+04   0.217159E+02  -0.506252E+01   0.121228E+07   0.392861E+03
   400   0.174356E+04   0.216974E+02  -0.674201E+01   0.120835E+07   0.387900E+03
   401   0.174307E+04   0.216747E+02  -0.842130E+01   0.120444E+07   0.382945E+03
   402   0.174286E+04   0.216480E+02  -0.100995E+02   0.120054E+07   0.377998E+03
   403   0.174291E+04   0.216174E+02  -0.117758E+02   0.119665E+07   0.373060E+03
   404   0.174324E+04   0.215828E+02  -0.134490E+02   0.119277E+07   0.368130E+03
   405   0.174384E+04   0.215442E+02  -0.151183E+02   0.118890E+07   0.363211E+03
   406   0.174470E+04   0.215017E+02  -0.167827E+02   0.118505E+07   0.358302E+03
   407   0.174582E+04   0.214552E+02  -0.184412E+02   0.118122E+07   0.353406E+03
   408   0.174722E+04   0.214048E+02  -0.200928E+02   0.117739E+07   0.348521E+03
   409   0.174887E+04   0.213505E+02  -0.217366E+02   0.117358E+07   0.343651E+03
   410   0.175079E+04   0.212924E+02  -0.233715E+02   0.116978E+07   0.338794E+03
   411   0.175295E+04   0.212305E+02  -0.249970E+02   0.116599E+07   0.333953E+03
   412   0.175538E+04   0.211647E+02  -0.266118E+02   0.116222E+07   0.329128E+03
   413   0.175807E+04   0.210952E+02  -0.282154E+02   0.115846E+07   0.324319E+03
   414   0.176101E+04   0.210219E+02  -0.298068E+02   0.115472E+07   0.319528E+03
   415   0.176419E+04   0.209450E+02  -0.313852E+02   0.115098E+07   0.314756E+03
   416   0.176764E+04   0.208644E+02  -0.329498E+02   0.114726E+07   0.310003E+03
   417   0.177133E+04   0.207802E+02  -0.344996E+02   0.114356E+07   0.305270E+03
   418   0.177527E+04   0.206924E+02  -0.360339E+02   0.113986E+07   0.300559E+03
   419   0.177946E+04   0.206011E+02  -0.375518E+02   0.113618E+07   0.295869E+03
   420   0.178389E+04   0.205062E+02  -0.390523E+02   0.113252E+07   0.291203E+03
   421   0.178857E+04   0.204079E+02  -0.405348E+02   0.112886E+07   0.286559E+03
   422   0.179348E+04   0.203061E+02  -0.419982E+02   0.112522E+07   0.281941E+03
   423   0.179864E+04   0.202009E+02  -0.434418E+02   0.112160E+07   0.277348E+03
   424   0.180404E+04   0.200922E+02  -0.448647E+02   0.111798E+07   0.272780E+03
   425   0.180966E+04   0.199803E+02  -0.462662E+02   0.111438E+07   0.268240E+03
   426   0.181552E+04   0.198650E+02  -0.476458E+02   0.111080E+07   0.263728E+03
   427   0.182160E+04   0.197467E+02  -0.490027E+02   0.110722E+07   0.259245E+03
   428   0.182790E+04   0.196253E+02  -0.503364E+02   0.110367E+07   0.254791E+03
   429   0.183442E+04   0.195008E+02  -0.516462E+02   0.110012E+07   0.250368E+03
   430   0.184115E+04   0.193734E+02  -0.529314E+02   0.109659E+07   0.245976E+03
   431   0.184808E+04   0.192432E+02  -0.541915E+02   0.109307E+07   0.241616E+03
   432   0.185522E+04   0.191102E+02  -0.554258E+02   0.108956E+07   0.237290E+03
   433   0.186258E+04   0.189745E+02  -0.566336E+02   0.108607E+07   0.232997E+03
   434   0.187012E+04   0.188361E+02  -0.578143E+02   0.108260E+07   0.228739E+03
   435   0.187787E+04   0.186951E+02  -0.589671E+02   0.107913E+07   0.224516E+03
   436   0.188582E+04   0.185516E+02  -0.600915E+02   0.107568E+07   0.220330E+03
   437   0.189396E+04   0.184055E+02  -0.611869E+02   0.107225E+07   0.216181E+03
   438   0.190230E+04   0.182571E+02  -0.622526E+02   0.106882E+07   0.212070E+03
   439   0.191083E+04   0.181062E+02  -0.632880E+02   0.106542E+07   0.207999E+03
   440   0.191954E+04   0.179531E+02  -0.642926E+02   0.106202E+07   0.203967E+03
   441   0.192843E+04   0.177978E+02  -0.652659E+02   0.105864E+07   0.199975E+03
   442   0.193749E+04   0.176404E+02  -0.662073E+02   0.105527E+07   0.196026E+03
   443   0.194672E+04   0.174810E+02  -0.671163E+02   0.105192E+07   0.192118E+03
   444   0.195611E+04   0.173196E+02  -0.679925E+02   0.104858E+07   0.188254E+03
   445   0.196565E+04   0.171563E+02  -0.688352E+02   0.104526E+07   0.184434E+03
   446   0.197534E+04   0.169913E+02  -0.696441E+02   0.104194E+07   0.180659E+03
   447   0.198518E+04   0.168246E+02  -0.704189E+02   0.103865E+07   0.176930E+03
   448   0.199517E+04   0.166563E+02  -0.711593E+02   0.103536E+07   0.173248E+03
   449   0.200531E+04   0.164866E+02  -0.718648E+02   0.103210E+07   0.169613E+03
   450   0.201559E+04   0.163153E+02  -0.725353E+02   0.102884E+07   0.166026E+03
   451   0.202602E+04   0.161428E+02  -0.731703E+02   0.102560E+07   0.162488E+03
   452   0.203659E+04   0.159691E+02  -0.737696E+02   0.102237E+07   0.159000E+03
   453   0.204728E+04   0.157942E+02  -0.743331E+02   0.101916E+07   0.155561E+03
   454   0.205809E+04   0.156183E+02  -0.748605E+02   0.101596E+07   0.152171E+03
   455   0.206901E+04   0.154414E+02  -0.753516E+02   0.101278E+07   0.148830E+03
   456   0.208003E+04   0.152636E+02  -0.758061E+02   0.100961E+07   0.145538E+03
   457   0.209115E+04   0.150850E+02  -0.762239E+02   0.100645E+07   0.142296E+03
   458   0.210234E+04   0.149058E+02  -0.766047E+02   0.100330E+07   0.139103E+03
   459   0.211360E+04   0.147259E+02  -0.769485E+02   0.100017E+07   0.135960E+03
   460   0.212494E+04   0.145455E+02  -0.772554E+02   0.997058E+06   0.132865E+03
   461   0.213633E+04   0.143647E+02  -0.775245E+02   0.993954E+06   0.129821E+03
   462   0.214779E+04   0.141837E+02  -0.777581E+02   0.990865E+06   0.126825E+03
   463   0.215929E+04   0.140025E+02  -0.779547E+02   0.987788E+06   0.123879E+03
   464   0.217086E+04   0.138212E+02  -0.781150E+02   0.984725E+06   0.120982E+03
   465   0.218247E+04   0.136401E+02  -0.782390E+02   0.981675E+06   0.118134E+03
   466   0.219412E+04   0.134590E+02  -0.783273E+02   0.978638E+06   0.115336E+03
   467   0.220582E+04   0.132783E+02  -0.783792E+02   0.975614E+06   0.112587E+03
   468   0.221753E+04   0.130979E+02  -0.783955E+02   0.972603E+06   0.109888E+03
   469   0.222927E+04   0.129180E+02  -0.783761E+02   0.969605E+06   0.107238E+03
   470   0.224102E+04   0.127386E+02  -0.783209E+02   0.966620E+06   0.104637E+03
   471   0.225276E+04   0.125599E+02  -0.782293E+02   0.963648E+06   0.102086E+03
   472   0.226449E+04   0.123820E+02  -0.781026E+02   0.960688E+06   0.995844E+02
   473   0.227620E+04   0.122049E+02  -0.779393E+02   0.957741E+06   0.971323E+02
   474   0.228789E+04   0.120287E+02  -0.777417E+02   0.954807E+06   0.947295E+02
   475   0.229956E+04   0.118536E+02  -0.775083E+02   0.951885E+06   0.923763E+02
   476   0.231119E+04   0.116797E+02  -0.772397E+02   0.948976E+06   0.900726E+02
   477   0.232278E+04   0.115070E+02  -0.769367E+02   0.946079E+06   0.878183E+02
   478   0.233434E+04   0.113357E+02  -0.765992E+02   0.943194E+06   0.856136E+02
   479   0.234586E+04   0.111659E+02  -0.762282E+02   0.940322E+06   0.834585E+02
   480   0.235733E+04   0.109977E+02  -0.758232E+02   0.937462E+06   0.813528E+02
   481   0.236875E+04   0.108311E+02  -0.753849E+02   0.934613E+06   0.792968E+02
   482   0.238011E+04   0.106663E+02  -0.749135E+02   0.931777E+06   0.772903E+02
   483   0.239140E+04   0.105034E+02  -0.744093E+02   0.928953E+06   0.753334E+02
   484   0.240261E+04   0.103425E+02  -0.738728E+02   0.926141E+06   0.734260E+02
   485   0.241373E+04   0.101837E+02  -0.733041E+02   0.923341E+06   0.715683E+02
   486   0.242477E+04   0.100270E+02  -0.727037E+02   0.920552E+06   0.697602E+02
   487   0.243571E+04   0.987260E+01  -0.720719E+02   0.917775E+06   0.680017E+02
   488   0.244654E+04   0.972062E+01  -0.714092E+02   0.915010E+06   0.662929E+02
   489   0.245727E+04   0.957102E+01  -0.707160E+02   0.912257E+06   0.646337E+02
   490   0.246789E+04   0.942401E+01  -0.699927E+02   0.909515E+06   0.630241E+02
   491   0.247839E+04   0.927968E+01  -0.692401E+02   0.906784E+06   0.614643E+02
   492   0.248878E+04   0.913802E+01  -0.684583E+02   0.904065E+06   0.599541E+02
   493   0.249906E+04   0.899919E+01  -0.676480E+02   0.901357E+06   0.584936E+02
   494   0.250922E+04   0.886333E+01  -0.668096E+02   0.898660E+06   0.570829E+02
   495   0.251926E+04   0.873051E+01  -0.659436E+02   0.895975E+06   0.557218E+02
   496   0.252916E+04   0.860074E+01  -0.650505E+02   0.893300E+06   0.544105E+02
   497   0.253893E+04   0.847416E+01  -0.641308E+02   0.890637E+06   0.531489E+02
   498   0.254855E+04   0.835085E+01  -0.631852E+02   0.887984E+06   0.519371E+02
   499   0.255803E+04   0.823089E+01  -0.622140E+02   0.885343E+06   0.507751E+02
   500   0.256735E+04   0.811441E+01  -0.612177E+02   0.882712E+06   0.496628E+02
   501   0.257651E+04   0.800143E+01  -0.601969E+02   0.880092E+06   0.486002E+02
   502   0.258550E+04   0.789208E+01  -0.591525E+02   0.877483E+06   0.475867E+02
   503   0.259432E+04   0.778638E+01  -0.580848E+02   0.874885E+06   0.466215E+02
   504   0.260295E+04   0.768454E+01  -0.569950E+02   0.872297E+06   0.457038E+02
   505   0.261142E+04   0.758648E+01  -0.558836E+02   0.869720E+06   0.448331E+02
   506   0.261970E+04   0.749237E+01  -0.547513E+02   0.867153E+06   0.440084E+02
   507   0.262779E+04   0.740228E+01  -0.535989E+02   0.864597E+06   0.432291E+02
   508   0.263569E+04   0.731629E+01  -0.524271E+02   0.862051E+06   0.424945E+02
   509   0.264338E+04   0.723446E+01  -0.512367E+02   0.859515E+06   0.418038E+02
   510   0.265088E+04   0.715685E+01  -0.500285E+02   0.856990E+06   0.411562E+02
   511   0.265816E+04   0.708353E+01  -0.488031E+02   0.854474E+06   0.405512E+02
   512   0.266524E+04   0.701456E+01  -0.475613E+02   0.851969E+06   0.399878E+02
   513   0.267209E+04   0.695001E+01  -0.463039E+02   0.849474E+06   0.394654E+02
   514   0.267872E+04   0.688993E+01  -0.450315E+02   0.846990E+06   0.389832E+02
   515   0.268512E+04   0.683439E+01  -0.437450E+02   0.844515E+06   0.385405E+02
   516   0.269129E+04   0.678345E+01  -0.424452E+02   0.842050E+06   0.381366E+02
   517   0.269722E+04   0.673715E+01  -0.411328E+02   0.839595E+06   0.377708E+02
   518   0.270290E+04   0.669555E+01  -0.398086E+02   0.837149E+06   0.374422E+02
   519   0.270833E+04   0.665872E+01  -0.384734E+02   0.834714E+06   0.371502E+02
   520   0.271351E+04   0.662668E+01  -0.371279E+02   0.832288E+06   0.368940E+02
   521   0.271842E+04   0.659952E+01  -0.357730E+02   0.829872E+06   0.366730E+02
   522   0.272307E+04   0.657726E+01  -0.344095E+02   0.827466E+06   0.364863E+02
   523   0.272744E+04   0.655996E+01  -0.330381E+02   0.825069E+06   0.363332E+02
   524   0.273154E+04   0.654764E+01  -0.316597E+02   0.822681E+06   0.362130E+02
   525   0.273537E+04   0.654035E+01  -0.302749E+02   0.820303E+06   0.361250E+02
   526   0.273892E+04   0.653810E+01  -0.288847E+02   0.817934E+06   0.360684E+02
   527   0.274219E+04   0.654095E+01  -0.274898E+02   0.815575E+06   0.360424E+02
   528   0.274518E+04   0.654892E+01  -0.260910E+02   0.813225E+06   0.360465E+02
   529   0.274788E+04   0.656204E+01  -0.246890E+02   0.810884E+06   0.360797E+02
   530   0.275030E+04   0.658033E+01  -0.232849E+02   0.808552E+06   0.361415E+02
   531   0.275243E+04   0.660382E+01  -0.218793E+02   0.806229E+06   0.362309E+02
   532   0.275427E+04   0.663253E+01  -0.204732E+02   0.803916E+06   0.363474E+02
   533   0.275581E+04   0.666648E+01  -0.190674E+02   0.801611E+06   0.364902E+02
   534   0.275705E+04   0.670569E+01  -0.176627E+02   0.799315E+06   0.366585E+02
   535   0.275800E+04   0.675018E+01  -0.162601E+02   0.797028E+06   0.368516E+02
   536   0.275863E+04   0.679997E+01  -0.148603E+02   0.794750E+06   0.370688E+02
   537   0.275897E+04   0.685507E+01  -0.134642E+02   0.792481E+06   0.373094E+02
   538   0.275900E+04   0.691549E+01  -0.120726E+02   0.790220E+06   0.375725E+02
   539   0.275873E+04   0.698121E+01  -0.106863E+02   0.787968E+06   0.378575E+02
   540   0.275813E+04   0.705226E+01  -0.930600E+01   0.785725E+06   0.381637E+02
   541   0.275724E+04   0.712864E+01  -0.793259E+01   0.783490E+06   0.384902E+02
   542   0.275603E+04   0.721034E+01  -0.656691E+01   0.781264E+06   0.388365E+02
   543   0.275450E+04   0.729738E+01  -0.520968E+01   0.779046E+06   0.392016E+02
   544   0.275267E+04   0.738973E+01  -0.386171E+01   0.776836E+06   0.395850E+02
   545   0.275052E+04   0.748739E+01  -0.252371E+01   0.774635E+06   0.399858E+02
   546   0.274806E+04   0.759035E+01  -0.119644E+01   0.772441E+06   0.404033E+02
   547   0.274527E+04   0.769858E+01   0.119346E+00   0.770257E+06   0.408368E+02
   548   0.274217E+04   0.781202E+01   0.142293E+01   0.768080E+06   0.412856E+02
   549   0.273875E+04   0.793080E+01   0.271354E+01   0.765911E+06   0.417489E+02
   550   0.273501E+04   0.805471E+01   0.399044E+01   0.763750E+06   0.422260E+02
