#    L    TT             EE             BB             TE          
  1907  -0.200740E+05   0.110950E+02   0.523385E-01  -0.948161E+01
  1908  -0.142024E+05   0.111053E+02   0.522739E-01  -0.961618E+01
  1909  -0.820211E+04   0.111149E+02   0.522094E-01  -0.975149E+01
  1910  -0.212359E+04   0.111235E+02   0.521450E-01  -0.988751E+01
  1911   0.398179E+04   0.111312E+02   0.520808E-01  -0.100240E+02
  1912   0.100624E+05   0.111380E+02   0.520166E-01  -0.101611E+02
  1913   0.160669E+05   0.111439E+02   0.519525E-01  -0.102986E+02
  1914   0.219442E+05   0.111489E+02   0.518885E-01  -0.104364E+02
  1915   0.276447E+05   0.111530E+02   0.518245E-01  -0.105746E+02
  1916   0.331198E+05   0.111562E+02   0.517607E-01  -0.107130E+02
  1917   0.383231E+05   0.111584E+02   0.516970E-01  -0.108515E+02
  1918   0.432103E+05   0.111598E+02   0.516333E-01  -0.109902E+02
  1919   0.477399E+05   0.111603E+02   0.515698E-01  -0.111289E+02
  1920   0.518731E+05   0.111598E+02   0.515063E-01  -0.112676E+02
  1921   0.555747E+05   0.111584E+02   0.514429E-01  -0.114061E+02
  1922   0.588132E+05   0.111561E+02   0.513797E-01  -0.115445E+02
  1923   0.615607E+05   0.111529E+02   0.513165E-01  -0.116826E+02
  1924   0.637937E+05   0.111489E+02   0.512534E-01  -0.118205E+02
  1925   0.654930E+05   0.111439E+02   0.511904E-01  -0.119579E+02
  1926   0.666439E+05   0.111380E+02   0.511275E-01  -0.120950E+02
  1927   0.672364E+05   0.111313E+02   0.510647E-01  -0.122316E+02
  1928   0.672652E+05   0.111236E+02   0.510020E-01  -0.123676E+02
  1929   0.667299E+05   0.111150E+02   0.509394E-01  -0.125030E+02
  1930   0.656346E+05   0.111055E+02   0.508769E-01  -0.126377E+02
  1931   0.639887E+05   0.110951E+02   0.508146E-01  -0.127716E+02
  1932   0.618057E+05   0.110840E+02   0.507523E-01  -0.129048E+02
  1933   0.591040E+05   0.110718E+02   0.506903E-01  -0.130372E+02
  1934   0.559065E+05   0.110588E+02   0.506283E-01  -0.131686E+02
  1935   0.522402E+05   0.110449E+02   0.505665E-01  -0.132990E+02
  1936   0.481360E+05   0.110301E+02   0.505048E-01  -0.134284E+02
  1937   0.436287E+05   0.110144E+02   0.504433E-01  -0.135567E+02
  1938   0.387566E+05   0.109979E+02   0.503819E-01  -0.136839E+02
  1939   0.335609E+05   0.109806E+02   0.503207E-01  -0.138098E+02
  1940   0.280857E+05   0.109624E+02   0.502597E-01  -0.139346E+02
  1941   0.223775E+05   0.109433E+02   0.501989E-01  -0.140580E+02
  1942   0.164849E+05   0.109234E+02   0.501382E-01  -0.141800E+02
  1943   0.104577E+05   0.109027E+02   0.500777E-01  -0.143007E+02
  1944   0.434731E+04   0.108811E+02   0.500174E-01  -0.144199E+02
  1945  -0.179444E+04   0.108587E+02   0.499573E-01  -0.145375E+02
  1946  -0.791534E+04   0.108355E+02   0.498975E-01  -0.146536E+02
  1947  -0.139634E+05   0.108115E+02   0.498378E-01  -0.147680E+02
  1948  -0.198872E+05   0.107866E+02   0.497783E-01  -0.148808E+02
  1949  -0.256365E+05   0.107610E+02   0.497190E-01  -0.149918E+02
  1950  -0.311623E+05   0.107345E+02   0.496600E-01  -0.151010E+02
  1951  -0.364179E+05   0.107072E+02   0.496012E-01  -0.152084E+02
  1952  -0.413585E+05   0.106791E+02   0.495426E-01  -0.153139E+02
  1953  -0.459423E+05   0.106502E+02   0.494842E-01  -0.154175E+02
  1954  -0.501304E+05   0.106207E+02   0.494260E-01  -0.155192E+02
  1955  -0.538875E+05   0.105903E+02   0.493681E-01  -0.156189E+02
  1956  -0.571816E+05   0.105591E+02   0.493104E-01  -0.157166E+02
  1957  -0.599850E+05   0.105273E+02   0.492529E-01  -0.158123E+02
  1958  -0.622741E+05   0.104948E+02   0.491956E-01  -0.159059E+02
  1959  -0.640297E+05   0.104616E+02   0.491386E-01  -0.159974E+02
  1960  -0.652371E+05   0.104277E+02   0.490817E-01  -0.160867E+02
  1961  -0.658864E+05   0.103931E+02   0.490251E-01  -0.161740E+02
  1962  -0.659725E+05   0.103579E+02   0.489687E-01  -0.162589E+02
  1963  -0.654949E+05   0.103219E+02   0.489125E-01  -0.163417E+02
  1964  -0.644582E+05   0.102853E+02   0.488565E-01  -0.164222E+02
  1965  -0.628715E+05   0.102480E+02   0.488007E-01  -0.165003E+02
  1966  -0.607488E+05   0.102102E+02   0.487451E-01  -0.165762E+02
  1967  -0.581086E+05   0.101716E+02   0.486897E-01  -0.166497E+02
  1968  -0.549739E+05   0.101326E+02   0.486345E-01  -0.167208E+02
  1969  -0.513717E+05   0.100928E+02   0.485794E-01  -0.167896E+02
  1970  -0.473332E+05   0.100526E+02   0.485246E-01  -0.168560E+02
  1971  -0.428931E+05   0.100118E+02   0.484698E-01  -0.169198E+02
  1972  -0.380898E+05   0.997046E+01   0.484153E-01  -0.169813E+02
  1973  -0.329644E+05   0.992854E+01   0.483608E-01  -0.170403E+02
  1974  -0.275611E+05   0.988611E+01   0.483065E-01  -0.170967E+02
  1975  -0.219261E+05   0.984317E+01   0.482524E-01  -0.171506E+02
  1976  -0.161078E+05   0.979979E+01   0.481983E-01  -0.172020E+02
  1977  -0.101560E+05   0.975588E+01   0.481444E-01  -0.172508E+02
  1978  -0.412158E+04   0.971143E+01   0.480906E-01  -0.172970E+02
  1979   0.194391E+04   0.966666E+01   0.480369E-01  -0.173405E+02
  1980   0.798869E+04   0.962134E+01   0.479833E-01  -0.173815E+02
  1981   0.139612E+05   0.957568E+01   0.479298E-01  -0.174198E+02
  1982   0.198106E+05   0.952960E+01   0.478763E-01  -0.174555E+02
  1983   0.254872E+05   0.948310E+01   0.478230E-01  -0.174886E+02
  1984   0.309427E+05   0.943631E+01   0.477697E-01  -0.175191E+02
  1985   0.361309E+05   0.938915E+01   0.477165E-01  -0.175469E+02
  1986   0.410080E+05   0.934161E+01   0.476633E-01  -0.175720E+02
  1987   0.455326E+05   0.929384E+01   0.476102E-01  -0.175945E+02
  1988   0.496668E+05   0.924574E+01   0.475572E-01  -0.176144E+02
  1989   0.533758E+05   0.919740E+01   0.475042E-01  -0.176315E+02
  1990   0.566286E+05   0.914872E+01   0.474512E-01  -0.176460E+02
  1991   0.593982E+05   0.909984E+01   0.473983E-01  -0.176577E+02
  1992   0.616616E+05   0.905068E+01   0.473455E-01  -0.176668E+02
  1993   0.634005E+05   0.900131E+01   0.472927E-01  -0.176733E+02
  1994   0.646008E+05   0.895180E+01   0.472399E-01  -0.176769E+02
  1995   0.652531E+05   0.890206E+01   0.471872E-01  -0.176779E+02
  1996   0.653529E+05   0.885207E+01   0.471345E-01  -0.176763E+02
  1997   0.649003E+05   0.880199E+01   0.470819E-01  -0.176719E+02
  1998   0.639001E+05   0.875181E+01   0.470293E-01  -0.176649E+02
  1999   0.623619E+05   0.870143E+01   0.469768E-01  -0.176552E+02
  2000   0.602999E+05   0.865093E+01   0.469243E-01  -0.176428E+02
  2001   0.577326E+05   0.860037E+01   0.468719E-01  -0.176277E+02
  2002   0.546829E+05   0.854974E+01   0.468196E-01  -0.176101E+02
  2003   0.511779E+05   0.849903E+01   0.467673E-01  -0.175898E+02
  2004   0.472485E+05   0.844824E+01   0.467151E-01  -0.175669E+02
  2005   0.429291E+05   0.839750E+01   0.466629E-01  -0.175413E+02
  2006   0.382573E+05   0.834665E+01   0.466108E-01  -0.175132E+02
  2007   0.332740E+05   0.829584E+01   0.465588E-01  -0.174826E+02
  2008   0.280222E+05   0.824505E+01   0.465069E-01  -0.174494E+02
  2009   0.225477E+05   0.819427E+01   0.464551E-01  -0.174136E+02
  2010   0.168975E+05   0.814358E+01   0.464034E-01  -0.173753E+02
  2011   0.111204E+05   0.809288E+01   0.463518E-01  -0.173344E+02
  2012   0.526621E+04   0.804224E+01   0.463002E-01  -0.172910E+02
  2013  -0.614978E+03   0.799165E+01   0.462488E-01  -0.172452E+02
  2014  -0.647277E+04   0.794118E+01   0.461975E-01  -0.171969E+02
  2015  -0.122571E+05   0.789081E+01   0.461463E-01  -0.171462E+02
  2016  -0.179187E+05   0.784061E+01   0.460952E-01  -0.170930E+02
  2017  -0.234095E+05   0.779050E+01   0.460443E-01  -0.170376E+02
  2018  -0.286828E+05   0.774053E+01   0.459935E-01  -0.169799E+02
  2019  -0.336942E+05   0.769078E+01   0.459427E-01  -0.169198E+02
  2020  -0.384014E+05   0.764116E+01   0.458922E-01  -0.168576E+02
  2021  -0.427650E+05   0.759181E+01   0.458417E-01  -0.167931E+02
  2022  -0.467485E+05   0.754260E+01   0.457914E-01  -0.167264E+02
  2023  -0.503188E+05   0.749365E+01   0.457412E-01  -0.166576E+02
  2024  -0.534466E+05   0.744493E+01   0.456911E-01  -0.165866E+02
  2025  -0.561063E+05   0.739645E+01   0.456411E-01  -0.165135E+02
  2026  -0.582763E+05   0.734823E+01   0.455912E-01  -0.164384E+02
  2027  -0.599396E+05   0.730027E+01   0.455415E-01  -0.163612E+02
  2028  -0.610833E+05   0.725258E+01   0.454919E-01  -0.162819E+02
  2029  -0.616991E+05   0.720518E+01   0.454424E-01  -0.162007E+02
  2030  -0.617833E+05   0.715808E+01   0.453930E-01  -0.161176E+02
  2031  -0.613368E+05   0.711130E+01   0.453436E-01  -0.160325E+02
  2032  -0.603650E+05   0.706484E+01   0.452944E-01  -0.159456E+02
  2033  -0.588777E+05   0.701872E+01   0.452453E-01  -0.158569E+02
  2034  -0.568894E+05   0.697294E+01   0.451962E-01  -0.157664E+02
  2035  -0.544185E+05   0.692754E+01   0.451472E-01  -0.156741E+02
  2036  -0.514879E+05   0.688250E+01   0.450983E-01  -0.155802E+02
  2037  -0.481239E+05   0.683783E+01   0.450494E-01  -0.154844E+02
  2038  -0.443569E+05   0.679355E+01   0.450006E-01  -0.153871E+02
  2039  -0.402205E+05   0.674966E+01   0.449518E-01  -0.152882E+02
  2040  -0.357512E+05   0.670619E+01   0.449030E-01  -0.151877E+02
  2041  -0.309885E+05   0.666312E+01   0.448543E-01  -0.150856E+02
  2042  -0.259741E+05   0.662048E+01   0.448055E-01  -0.149821E+02
  2043  -0.207519E+05   0.657828E+01   0.447568E-01  -0.148770E+02
  2044  -0.153674E+05   0.653653E+01   0.447081E-01  -0.147706E+02
  2045  -0.986723E+04   0.649524E+01   0.446593E-01  -0.146628E+02
  2046  -0.429895E+04   0.645441E+01   0.446105E-01  -0.145536E+02
  2047   0.128947E+04   0.641406E+01   0.445617E-01  -0.144432E+02
  2048   0.685008E+04   0.637421E+01   0.445128E-01  -0.143316E+02
  2049   0.123353E+05   0.633486E+01   0.444639E-01  -0.142189E+02
  2050   0.176984E+05   0.629602E+01   0.444149E-01  -0.141049E+02
  2051   0.228939E+05   0.625769E+01   0.443658E-01  -0.139898E+02
  2052   0.278778E+05   0.621988E+01   0.443167E-01  -0.138737E+02
  2053   0.326082E+05   0.618260E+01   0.442675E-01  -0.137565E+02
  2054   0.370456E+05   0.614586E+01   0.442182E-01  -0.136383E+02
  2055   0.411530E+05   0.610967E+01   0.441688E-01  -0.135191E+02
  2056   0.448965E+05   0.607402E+01   0.441194E-01  -0.133990E+02
  2057   0.482454E+05   0.603893E+01   0.440698E-01  -0.132780E+02
  2058   0.511725E+05   0.600441E+01   0.440201E-01  -0.131562E+02
  2059   0.536546E+05   0.597046E+01   0.439704E-01  -0.130336E+02
  2060   0.556720E+05   0.593710E+01   0.439205E-01  -0.129102E+02
  2061   0.572094E+05   0.590432E+01   0.438706E-01  -0.127861E+02
  2062   0.582555E+05   0.587214E+01   0.438205E-01  -0.126613E+02
  2063   0.588036E+05   0.584055E+01   0.437703E-01  -0.125360E+02
  2064   0.588508E+05   0.580957E+01   0.437200E-01  -0.124100E+02
  2065   0.583990E+05   0.577920E+01   0.436697E-01  -0.122835E+02
  2066   0.574542E+05   0.574944E+01   0.436192E-01  -0.121566E+02
  2067   0.560266E+05   0.572031E+01   0.435687E-01  -0.120291E+02
  2068   0.541306E+05   0.569179E+01   0.435180E-01  -0.119013E+02
  2069   0.517845E+05   0.566391E+01   0.434673E-01  -0.117730E+02
  2070   0.490104E+05   0.563666E+01   0.434165E-01  -0.116445E+02
  2071   0.458340E+05   0.561003E+01   0.433657E-01  -0.115156E+02
  2072   0.422845E+05   0.558405E+01   0.433148E-01  -0.113866E+02
  2073   0.383939E+05   0.555869E+01   0.432638E-01  -0.112573E+02
  2074   0.341973E+05   0.553399E+01   0.432127E-01  -0.111278E+02
  2075   0.297320E+05   0.550992E+01   0.431617E-01  -0.109983E+02
  2076   0.250377E+05   0.548650E+01   0.431105E-01  -0.108686E+02
  2077   0.201556E+05   0.546372E+01   0.430594E-01  -0.107389E+02
  2078   0.151287E+05   0.544158E+01   0.430082E-01  -0.106093E+02
  2079   0.100006E+05   0.542010E+01   0.429570E-01  -0.104797E+02
  2080   0.481601E+04   0.539925E+01   0.429059E-01  -0.103502E+02
  2081  -0.380434E+03   0.537905E+01   0.428547E-01  -0.102209E+02
  2082  -0.554405E+04   0.535951E+01   0.428035E-01  -0.100917E+02
  2083  -0.106307E+05   0.534060E+01   0.427523E-01  -0.996285E+01
  2084  -0.155971E+05   0.532235E+01   0.427011E-01  -0.983424E+01
  2085  -0.204013E+05   0.530473E+01   0.426500E-01  -0.970601E+01
  2086  -0.250028E+05   0.528776E+01   0.425989E-01  -0.957812E+01
  2087  -0.293632E+05   0.527143E+01   0.425478E-01  -0.945063E+01
  2088  -0.334465E+05   0.525572E+01   0.424967E-01  -0.932358E+01
  2089  -0.372188E+05   0.524065E+01   0.424457E-01  -0.919702E+01
  2090  -0.406497E+05   0.522621E+01   0.423948E-01  -0.907100E+01
  2091  -0.437114E+05   0.521239E+01   0.423438E-01  -0.894551E+01
  2092  -0.463797E+05   0.519920E+01   0.422929E-01  -0.882065E+01
  2093  -0.486338E+05   0.518662E+01   0.422421E-01  -0.869649E+01
  2094  -0.504567E+05   0.517465E+01   0.421913E-01  -0.857291E+01
  2095  -0.518351E+05   0.516329E+01   0.421405E-01  -0.845013E+01
  2096  -0.527596E+05   0.515253E+01   0.420898E-01  -0.832811E+01
  2097  -0.532250E+05   0.514237E+01   0.420391E-01  -0.820687E+01
  2098  -0.532298E+05   0.513282E+01   0.419884E-01  -0.808648E+01
  2099  -0.527767E+05   0.512384E+01   0.419378E-01  -0.796697E+01
  2100  -0.518722E+05   0.511544E+01   0.418872E-01  -0.784836E+01
