#    L    TT             EE             BB             TE          
   777  -0.265501E+06   0.207753E+02   0.906095E-01  -0.116920E+03
   778  -0.252655E+06   0.205230E+02   0.907218E-01  -0.115945E+03
   779  -0.237721E+06   0.202728E+02   0.908342E-01  -0.114940E+03
   780  -0.220834E+06   0.200249E+02   0.909468E-01  -0.113907E+03
   781  -0.202141E+06   0.197794E+02   0.910595E-01  -0.112845E+03
   782  -0.181805E+06   0.195364E+02   0.911722E-01  -0.111755E+03
   783  -0.160002E+06   0.192959E+02   0.912850E-01  -0.110636E+03
   784  -0.136919E+06   0.190581E+02   0.913978E-01  -0.109490E+03
   785  -0.112755E+06   0.188231E+02   0.915106E-01  -0.108317E+03
   786  -0.877138E+05   0.185909E+02   0.916234E-01  -0.107115E+03
   787  -0.620079E+05   0.183616E+02   0.917361E-01  -0.105888E+03
   788  -0.358536E+05   0.181354E+02   0.918487E-01  -0.104632E+03
   789  -0.947056E+04   0.179124E+02   0.919612E-01  -0.103351E+03
   790   0.169210E+05   0.176927E+02   0.920736E-01  -0.102044E+03
   791   0.431016E+05   0.174765E+02   0.921857E-01  -0.100714E+03
   792   0.688543E+05   0.172638E+02   0.922977E-01  -0.993599E+02
   793   0.939668E+05   0.170550E+02   0.924094E-01  -0.979834E+02
   794   0.118233E+06   0.168500E+02   0.925208E-01  -0.965853E+02
   795   0.141455E+06   0.166490E+02   0.926320E-01  -0.951670E+02
   796   0.163443E+06   0.164520E+02   0.927428E-01  -0.937280E+02
   797   0.184020E+06   0.162591E+02   0.928533E-01  -0.922697E+02
   798   0.203021E+06   0.160704E+02   0.929633E-01  -0.907921E+02
   799   0.220295E+06   0.158859E+02   0.930730E-01  -0.892959E+02
   800   0.235704E+06   0.157056E+02   0.931822E-01  -0.877806E+02
   801   0.249130E+06   0.155297E+02   0.932910E-01  -0.862482E+02
   802   0.260467E+06   0.153580E+02   0.933993E-01  -0.846980E+02
   803   0.269632E+06   0.151908E+02   0.935070E-01  -0.831306E+02
   804   0.276556E+06   0.150281E+02   0.936143E-01  -0.815475E+02
   805   0.281191E+06   0.148702E+02   0.937209E-01  -0.799479E+02
   806   0.283509E+06   0.147170E+02   0.938270E-01  -0.783338E+02
   807   0.283500E+06   0.145687E+02   0.939324E-01  -0.767037E+02
   808   0.281173E+06   0.144254E+02   0.940373E-01  -0.750605E+02
   809   0.276557E+06   0.142873E+02   0.941414E-01  -0.734034E+02
   810   0.269700E+06   0.141542E+02   0.942449E-01  -0.717331E+02
   811   0.260668E+06   0.140264E+02   0.943477E-01  -0.700510E+02
   812   0.249546E+06   0.139037E+02   0.944498E-01  -0.683578E+02
   813   0.236433E+06   0.137863E+02   0.945512E-01  -0.666544E+02
   814   0.221447E+06   0.136741E+02   0.946518E-01  -0.649416E+02
   815   0.204720E+06   0.135672E+02   0.947517E-01  -0.632202E+02
   816   0.186397E+06   0.134657E+02   0.948508E-01  -0.614910E+02
   817   0.166638E+06   0.133696E+02   0.949490E-01  -0.597545E+02
   818   0.145612E+06   0.132790E+02   0.950465E-01  -0.580107E+02
   819   0.123498E+06   0.131937E+02   0.951432E-01  -0.562602E+02
   820   0.100484E+06   0.131142E+02   0.952390E-01  -0.545031E+02
   821   0.767652E+05   0.130402E+02   0.953339E-01  -0.527399E+02
   822   0.525399E+05   0.129720E+02   0.954280E-01  -0.509708E+02
   823   0.280110E+05   0.129094E+02   0.955212E-01  -0.491961E+02
   824   0.338317E+04   0.128527E+02   0.956135E-01  -0.474170E+02
   825  -0.211395E+05   0.128017E+02   0.957049E-01  -0.456344E+02
   826  -0.453543E+05   0.127566E+02   0.957954E-01  -0.438495E+02
   827  -0.690623E+05   0.127172E+02   0.958850E-01  -0.420634E+02
   828  -0.920692E+05   0.126836E+02   0.959736E-01  -0.402770E+02
   829  -0.114188E+06   0.126559E+02   0.960613E-01  -0.384917E+02
   830  -0.135239E+06   0.126340E+02   0.961480E-01  -0.367082E+02
   831  -0.155052E+06   0.126180E+02   0.962337E-01  -0.349270E+02
   832  -0.173470E+06   0.126079E+02   0.963185E-01  -0.331484E+02
   833  -0.190345E+06   0.126037E+02   0.964022E-01  -0.313726E+02
   834  -0.205544E+06   0.126054E+02   0.964850E-01  -0.296000E+02
   835  -0.218949E+06   0.126131E+02   0.965667E-01  -0.278308E+02
   836  -0.230457E+06   0.126267E+02   0.966474E-01  -0.260652E+02
   837  -0.239981E+06   0.126464E+02   0.967270E-01  -0.243037E+02
   838  -0.247449E+06   0.126721E+02   0.968056E-01  -0.225471E+02
   839  -0.252810E+06   0.127037E+02   0.968831E-01  -0.207962E+02
   840  -0.256027E+06   0.127412E+02   0.969595E-01  -0.190520E+02
   841  -0.257083E+06   0.127846E+02   0.970349E-01  -0.173155E+02
   842  -0.255979E+06   0.128338E+02   0.971091E-01  -0.155874E+02
   843  -0.252733E+06   0.128887E+02   0.971822E-01  -0.138688E+02
   844  -0.247380E+06   0.129493E+02   0.972541E-01  -0.121605E+02
   845  -0.239974E+06   0.130157E+02   0.973250E-01  -0.104629E+02
   846  -0.230585E+06   0.130878E+02   0.973946E-01  -0.877665E+01
   847  -0.219298E+06   0.131658E+02   0.974631E-01  -0.710219E+01
   848  -0.206216E+06   0.132495E+02   0.975303E-01  -0.544000E+01
   849  -0.191452E+06   0.133390E+02   0.975964E-01  -0.379054E+01
   850  -0.175137E+06   0.134343E+02   0.976612E-01  -0.215431E+01
   851  -0.157412E+06   0.135355E+02   0.977248E-01  -0.531763E+00
   852  -0.138428E+06   0.136424E+02   0.977872E-01   0.107664E+01
   853  -0.118348E+06   0.137550E+02   0.978483E-01   0.267045E+01
   854  -0.973430E+05   0.138730E+02   0.979081E-01   0.424921E+01
   855  -0.755890E+05   0.139966E+02   0.979667E-01   0.581247E+01
   856  -0.532692E+05   0.141254E+02   0.980239E-01   0.735981E+01
   857  -0.305699E+05   0.142595E+02   0.980798E-01   0.889078E+01
   858  -0.768018E+04   0.143987E+02   0.981344E-01   0.104048E+02
   859   0.152105E+05   0.145430E+02   0.981877E-01   0.119012E+02
   860   0.379134E+05   0.146925E+02   0.982396E-01   0.133792E+02
   861   0.602420E+05   0.148470E+02   0.982901E-01   0.148380E+02
   862   0.820138E+05   0.150066E+02   0.983393E-01   0.162767E+02
   863   0.103052E+06   0.151713E+02   0.983871E-01   0.176945E+02
   864   0.123185E+06   0.153410E+02   0.984335E-01   0.190907E+02
   865   0.142252E+06   0.155157E+02   0.984785E-01   0.204645E+02
   866   0.160100E+06   0.156954E+02   0.985221E-01   0.218157E+02
   867   0.176587E+06   0.158799E+02   0.985643E-01   0.231443E+02
   868   0.191582E+06   0.160692E+02   0.986051E-01   0.244501E+02
   869   0.204969E+06   0.162631E+02   0.986444E-01   0.257330E+02
   870   0.216643E+06   0.164617E+02   0.986824E-01   0.269929E+02
   871   0.226517E+06   0.166647E+02   0.987189E-01   0.282298E+02
   872   0.234515E+06   0.168721E+02   0.987539E-01   0.294434E+02
   873   0.240580E+06   0.170836E+02   0.987876E-01   0.306333E+02
   874   0.244670E+06   0.172995E+02   0.988198E-01   0.317991E+02
   875   0.246760E+06   0.175194E+02   0.988505E-01   0.329401E+02
   876   0.246840E+06   0.177432E+02   0.988799E-01   0.340560E+02
   877   0.244918E+06   0.179709E+02   0.989078E-01   0.351461E+02
   878   0.241018E+06   0.182023E+02   0.989343E-01   0.362101E+02
   879   0.235181E+06   0.184373E+02   0.989594E-01   0.372473E+02
   880   0.227463E+06   0.186759E+02   0.989831E-01   0.382573E+02
   881   0.217934E+06   0.189179E+02   0.990053E-01   0.392398E+02
   882   0.206680E+06   0.191634E+02   0.990262E-01   0.401943E+02
   883   0.193801E+06   0.194121E+02   0.990457E-01   0.411202E+02
   884   0.179410E+06   0.196641E+02   0.990638E-01   0.420172E+02
   885   0.163631E+06   0.199193E+02   0.990805E-01   0.428848E+02
   886   0.146599E+06   0.201776E+02   0.990959E-01   0.437227E+02
   887   0.128459E+06   0.204389E+02   0.991099E-01   0.445307E+02
   888   0.109366E+06   0.207032E+02   0.991226E-01   0.453088E+02
   889   0.894783E+05   0.209701E+02   0.991340E-01   0.460571E+02
   890   0.689640E+05   0.212397E+02   0.991441E-01   0.467754E+02
   891   0.479937E+05   0.215119E+02   0.991529E-01   0.474639E+02
   892   0.267413E+05   0.217865E+02   0.991604E-01   0.481223E+02
   893   0.538230E+04   0.220635E+02   0.991666E-01   0.487509E+02
   894  -0.159075E+05   0.223426E+02   0.991717E-01   0.493493E+02
   895  -0.369539E+05   0.226238E+02   0.991754E-01   0.499175E+02
   896  -0.575852E+05   0.229068E+02   0.991780E-01   0.504554E+02
   897  -0.776339E+05   0.231917E+02   0.991794E-01   0.509629E+02
   898  -0.969382E+05   0.234783E+02   0.991795E-01   0.514398E+02
   899  -0.115343E+06   0.237663E+02   0.991786E-01   0.518860E+02
   900  -0.132700E+06   0.240557E+02   0.991764E-01   0.523014E+02
   901  -0.148873E+06   0.243464E+02   0.991732E-01   0.526860E+02
   902  -0.163734E+06   0.246382E+02   0.991688E-01   0.530395E+02
   903  -0.177165E+06   0.249311E+02   0.991634E-01   0.533620E+02
   904  -0.189064E+06   0.252249E+02   0.991568E-01   0.536533E+02
   905  -0.199339E+06   0.255195E+02   0.991492E-01   0.539133E+02
   906  -0.207912E+06   0.258148E+02   0.991406E-01   0.541419E+02
   907  -0.214721E+06   0.261107E+02   0.991309E-01   0.543391E+02
   908  -0.219716E+06   0.264070E+02   0.991202E-01   0.545049E+02
   909  -0.222865E+06   0.267038E+02   0.991085E-01   0.546394E+02
   910  -0.224149E+06   0.270008E+02   0.990959E-01   0.547426E+02
   911  -0.223566E+06   0.272979E+02   0.990823E-01   0.548146E+02
   912  -0.221129E+06   0.275950E+02   0.990677E-01   0.548556E+02
   913  -0.216863E+06   0.278922E+02   0.990522E-01   0.548655E+02
   914  -0.210814E+06   0.281891E+02   0.990358E-01   0.548444E+02
   915  -0.203036E+06   0.284857E+02   0.990185E-01   0.547925E+02
   916  -0.193602E+06   0.287819E+02   0.990003E-01   0.547099E+02
   917  -0.182594E+06   0.290776E+02   0.989812E-01   0.545966E+02
   918  -0.170111E+06   0.293726E+02   0.989613E-01   0.544529E+02
   919  -0.156259E+06   0.296667E+02   0.989405E-01   0.542789E+02
   920  -0.141159E+06   0.299600E+02   0.989190E-01   0.540746E+02
   921  -0.124938E+06   0.302522E+02   0.988966E-01   0.538403E+02
   922  -0.107735E+06   0.305432E+02   0.988734E-01   0.535763E+02
   923  -0.896935E+05   0.308330E+02   0.988494E-01   0.532828E+02
   924  -0.709656E+05   0.311214E+02   0.988246E-01   0.529602E+02
   925  -0.517069E+05   0.314083E+02   0.987991E-01   0.526088E+02
   926  -0.320772E+05   0.316936E+02   0.987728E-01   0.522290E+02
   927  -0.122389E+05   0.319771E+02   0.987459E-01   0.518211E+02
   928   0.764506E+04   0.322589E+02   0.987182E-01   0.513855E+02
   929   0.274117E+05   0.325387E+02   0.986898E-01   0.509224E+02
   930   0.468997E+05   0.328165E+02   0.986607E-01   0.504320E+02
   931   0.659508E+05   0.330921E+02   0.986310E-01   0.499146E+02
   932   0.844108E+05   0.333654E+02   0.986006E-01   0.493706E+02
   933   0.102131E+06   0.336363E+02   0.985696E-01   0.488001E+02
   934   0.118970E+06   0.339046E+02   0.985379E-01   0.482034E+02
   935   0.134793E+06   0.341703E+02   0.985057E-01   0.475808E+02
   936   0.149474E+06   0.344332E+02   0.984728E-01   0.469326E+02
   937   0.162899E+06   0.346932E+02   0.984394E-01   0.462593E+02
   938   0.174962E+06   0.349503E+02   0.984055E-01   0.455611E+02
   939   0.185571E+06   0.352044E+02   0.983710E-01   0.448385E+02
   940   0.194643E+06   0.354551E+02   0.983360E-01   0.440917E+02
   941   0.202112E+06   0.357026E+02   0.983005E-01   0.433212E+02
   942   0.207921E+06   0.359467E+02   0.982646E-01   0.425273E+02
   943   0.212031E+06   0.361873E+02   0.982281E-01   0.417104E+02
   944   0.214415E+06   0.364243E+02   0.981913E-01   0.408711E+02
   945   0.215058E+06   0.366576E+02   0.981540E-01   0.400096E+02
   946   0.213964E+06   0.368872E+02   0.981164E-01   0.391265E+02
   947   0.211147E+06   0.371129E+02   0.980783E-01   0.382224E+02
   948   0.206638E+06   0.373347E+02   0.980399E-01   0.372975E+02
   949   0.200479E+06   0.375526E+02   0.980012E-01   0.363522E+02
   950   0.192728E+06   0.377663E+02   0.979622E-01   0.353872E+02
   951   0.183453E+06   0.379757E+02   0.979229E-01   0.344028E+02
   952   0.172736E+06   0.381809E+02   0.978834E-01   0.333994E+02
   953   0.160671E+06   0.383817E+02   0.978436E-01   0.323774E+02
   954   0.147360E+06   0.385781E+02   0.978037E-01   0.313374E+02
   955   0.132917E+06   0.387699E+02   0.977635E-01   0.302796E+02
   956   0.117464E+06   0.389570E+02   0.977232E-01   0.292047E+02
   957   0.101131E+06   0.391394E+02   0.976827E-01   0.281129E+02
   958   0.840549E+05   0.393172E+02   0.976422E-01   0.270051E+02
   959   0.663773E+05   0.394901E+02   0.976015E-01   0.258818E+02
   960   0.482448E+05   0.396582E+02   0.975608E-01   0.247436E+02
   961   0.298068E+05   0.398214E+02   0.975201E-01   0.235910E+02
   962   0.112148E+05   0.399798E+02   0.974794E-01   0.224246E+02
   963  -0.737900E+04   0.401331E+02   0.974386E-01   0.212450E+02
   964  -0.258232E+05   0.402815E+02   0.973980E-01   0.200527E+02
   965  -0.439680E+05   0.404248E+02   0.973573E-01   0.188481E+02
   966  -0.616667E+05   0.405630E+02   0.973168E-01   0.176318E+02
   967  -0.787768E+05   0.406959E+02   0.972764E-01   0.164043E+02
   968  -0.951612E+05   0.408236E+02   0.972361E-01   0.151660E+02
   969  -0.110689E+06   0.409460E+02   0.971960E-01   0.139175E+02
   970  -0.125237E+06   0.410629E+02   0.971561E-01   0.126592E+02
   971  -0.138691E+06   0.411745E+02   0.971163E-01   0.113916E+02
   972  -0.150944E+06   0.412807E+02   0.970768E-01   0.101155E+02
   973  -0.161903E+06   0.413813E+02   0.970375E-01   0.883116E+01
   974  -0.171482E+06   0.414765E+02   0.969985E-01   0.753926E+01
   975  -0.179608E+06   0.415660E+02   0.969598E-01   0.624044E+01
   976  -0.186221E+06   0.416501E+02   0.969214E-01   0.493507E+01
   977  -0.191273E+06   0.417285E+02   0.968833E-01   0.362388E+01
   978  -0.194728E+06   0.418014E+02   0.968455E-01   0.230725E+01
   979  -0.196565E+06   0.418686E+02   0.968081E-01   0.985784E+00
   980  -0.196774E+06   0.419301E+02   0.967711E-01  -0.340021E+00
   981  -0.195359E+06   0.419861E+02   0.967344E-01  -0.166965E+01
   982  -0.192339E+06   0.420364E+02   0.966982E-01  -0.300259E+01
   983  -0.187744E+06   0.420811E+02   0.966624E-01  -0.433831E+01
   984  -0.181617E+06   0.421201E+02   0.966270E-01  -0.567632E+01
   985  -0.174013E+06   0.421534E+02   0.965920E-01  -0.701614E+01
   986  -0.165001E+06   0.421809E+02   0.965575E-01  -0.835731E+01
   987  -0.154658E+06   0.422028E+02   0.965235E-01  -0.969937E+01
   988  -0.143074E+06   0.422188E+02   0.964899E-01  -0.110419E+02
   989  -0.130348E+06   0.422292E+02   0.964568E-01  -0.123844E+02
   990  -0.116587E+06   0.422336E+02   0.964242E-01  -0.137264E+02
   991  -0.101907E+06   0.422322E+02   0.963922E-01  -0.150675E+02
   992  -0.864318E+05   0.422251E+02   0.963606E-01  -0.164070E+02
   993  -0.702893E+05   0.422120E+02   0.963295E-01  -0.177445E+02
   994  -0.536137E+05   0.421933E+02   0.962990E-01  -0.190793E+02
   995  -0.365426E+05   0.421687E+02   0.962690E-01  -0.204109E+02
   996  -0.192165E+05   0.421385E+02   0.962396E-01  -0.217387E+02
   997  -0.177716E+04   0.421024E+02   0.962107E-01  -0.230621E+02
   998   0.156329E+05   0.420606E+02   0.961823E-01  -0.243806E+02
   999   0.328721E+05   0.420132E+02   0.961545E-01  -0.256934E+02
  1000   0.498008E+05   0.419600E+02   0.961273E-01  -0.270000E+02
  1001   0.662823E+05   0.419011E+02   0.961006E-01  -0.282997E+02
  1002   0.821840E+05   0.418365E+02   0.960745E-01  -0.295919E+02
  1003   0.973786E+05   0.417661E+02   0.960490E-01  -0.308758E+02
  1004   0.111745E+06   0.416901E+02   0.960241E-01  -0.321509E+02
  1005   0.125169E+06   0.416083E+02   0.959997E-01  -0.334164E+02
  1006   0.137545E+06   0.415209E+02   0.959759E-01  -0.346720E+02
  1007   0.148776E+06   0.414281E+02   0.959527E-01  -0.359175E+02
  1008   0.158774E+06   0.413300E+02   0.959302E-01  -0.371526E+02
  1009   0.167462E+06   0.412268E+02   0.959082E-01  -0.383770E+02
  1010   0.174775E+06   0.411187E+02   0.958868E-01  -0.395904E+02
  1011   0.180657E+06   0.410056E+02   0.958660E-01  -0.407925E+02
  1012   0.185066E+06   0.408879E+02   0.958458E-01  -0.419831E+02
  1013   0.187971E+06   0.407654E+02   0.958263E-01  -0.431618E+02
  1014   0.189353E+06   0.406381E+02   0.958073E-01  -0.443281E+02
  1015   0.189207E+06   0.405059E+02   0.957890E-01  -0.454816E+02
  1016   0.187539E+06   0.403688E+02   0.957713E-01  -0.466219E+02
  1017   0.184367E+06   0.402267E+02   0.957542E-01  -0.477487E+02
  1018   0.179723E+06   0.400794E+02   0.957377E-01  -0.488615E+02
  1019   0.173650E+06   0.399272E+02   0.957219E-01  -0.499598E+02
  1020   0.166201E+06   0.397698E+02   0.957067E-01  -0.510430E+02
  1021   0.157442E+06   0.396078E+02   0.956922E-01  -0.521105E+02
  1022   0.147449E+06   0.394410E+02   0.956783E-01  -0.531616E+02
  1023   0.136307E+06   0.392696E+02   0.956651E-01  -0.541956E+02
  1024   0.124111E+06   0.390939E+02   0.956525E-01  -0.552119E+02
  1025   0.110963E+06   0.389140E+02   0.956405E-01  -0.562098E+02
  1026   0.969729E+05   0.387301E+02   0.956292E-01  -0.571887E+02
  1027   0.822583E+05   0.385421E+02   0.956186E-01  -0.581487E+02
  1028   0.669408E+05   0.383501E+02   0.956086E-01  -0.590898E+02
  1029   0.511471E+05   0.381543E+02   0.955993E-01  -0.600122E+02
  1030   0.350071E+05   0.379546E+02   0.955907E-01  -0.609159E+02
  1031   0.186532E+05   0.377511E+02   0.955827E-01  -0.618011E+02
  1032   0.221910E+04   0.375438E+02   0.955754E-01  -0.626679E+02
  1033  -0.141613E+05   0.373328E+02   0.955687E-01  -0.635163E+02
  1034  -0.303549E+05   0.371182E+02   0.955628E-01  -0.643458E+02
  1035  -0.462308E+05   0.369002E+02   0.955574E-01  -0.651558E+02
  1036  -0.616609E+05   0.366788E+02   0.955528E-01  -0.659457E+02
  1037  -0.765211E+05   0.364542E+02   0.955488E-01  -0.667149E+02
  1038  -0.906927E+05   0.362265E+02   0.955455E-01  -0.674628E+02
  1039  -0.104063E+06   0.359958E+02   0.955429E-01  -0.681888E+02
  1040  -0.116525E+06   0.357622E+02   0.955409E-01  -0.688925E+02
  1041  -0.127981E+06   0.355259E+02   0.955396E-01  -0.695736E+02
  1042  -0.138340E+06   0.352866E+02   0.955389E-01  -0.702322E+02
  1043  -0.147524E+06   0.350446E+02   0.955389E-01  -0.708679E+02
  1044  -0.155459E+06   0.347998E+02   0.955396E-01  -0.714815E+02
  1045  -0.162087E+06   0.345522E+02   0.955408E-01  -0.720723E+02
  1046  -0.167357E+06   0.343019E+02   0.955427E-01  -0.726409E+02
  1047  -0.171232E+06   0.340487E+02   0.955453E-01  -0.731866E+02
  1048  -0.173683E+06   0.337930E+02   0.955484E-01  -0.737095E+02
  1049  -0.174695E+06   0.335350E+02   0.955522E-01  -0.742089E+02
  1050  -0.174266E+06   0.332747E+02   0.955565E-01  -0.746863E+02
  1051  -0.172402E+06   0.330125E+02   0.955615E-01  -0.751408E+02
  1052  -0.169125E+06   0.327484E+02   0.955670E-01  -0.755720E+02
  1053  -0.164464E+06   0.324827E+02   0.955731E-01  -0.759797E+02
  1054  -0.158463E+06   0.322156E+02   0.955797E-01  -0.763642E+02
  1055  -0.151175E+06   0.319472E+02   0.955869E-01  -0.767261E+02
  1056  -0.142662E+06   0.316774E+02   0.955947E-01  -0.770648E+02
  1057  -0.132998E+06   0.314065E+02   0.956029E-01  -0.773796E+02
  1058  -0.122265E+06   0.311344E+02   0.956116E-01  -0.776720E+02
  1059  -0.110554E+06   0.308613E+02   0.956209E-01  -0.779407E+02
  1060  -0.979633E+05   0.305874E+02   0.956306E-01  -0.781856E+02
  1061  -0.845978E+05   0.303125E+02   0.956408E-01  -0.784083E+02
  1062  -0.705688E+05   0.300369E+02   0.956514E-01  -0.786066E+02
  1063  -0.559924E+05   0.297606E+02   0.956624E-01  -0.787828E+02
  1064  -0.409890E+05   0.294838E+02   0.956739E-01  -0.789353E+02
  1065  -0.256819E+05   0.292065E+02   0.956857E-01  -0.790643E+02
  1066  -0.101965E+05   0.289288E+02   0.956980E-01  -0.791713E+02
  1067   0.534060E+04   0.286509E+02   0.957105E-01  -0.792548E+02
  1068   0.208029E+05   0.283728E+02   0.957235E-01  -0.793155E+02
  1069   0.360648E+05   0.280946E+02   0.957367E-01  -0.793536E+02
  1070   0.510028E+05   0.278164E+02   0.957502E-01  -0.793690E+02
  1071   0.654963E+05   0.275384E+02   0.957641E-01  -0.793617E+02
  1072   0.794290E+05   0.272607E+02   0.957782E-01  -0.793325E+02
  1073   0.926890E+05   0.269833E+02   0.957925E-01  -0.792808E+02
  1074   0.105171E+06   0.267065E+02   0.958071E-01  -0.792071E+02
  1075   0.116775E+06   0.264303E+02   0.958219E-01  -0.791117E+02
  1076   0.127410E+06   0.261548E+02   0.958369E-01  -0.789936E+02
  1077   0.136992E+06   0.258801E+02   0.958521E-01  -0.788545E+02
  1078   0.145446E+06   0.256063E+02   0.958674E-01  -0.786943E+02
  1079   0.152708E+06   0.253335E+02   0.958829E-01  -0.785123E+02
  1080   0.158721E+06   0.250618E+02   0.958985E-01  -0.783100E+02
  1081   0.163441E+06   0.247915E+02   0.959142E-01  -0.780859E+02
  1082   0.166833E+06   0.245223E+02   0.959300E-01  -0.778416E+02
  1083   0.168873E+06   0.242546E+02   0.959459E-01  -0.775769E+02
  1084   0.169550E+06   0.239885E+02   0.959618E-01  -0.772920E+02
  1085   0.168861E+06   0.237239E+02   0.959778E-01  -0.769875E+02
  1086   0.166816E+06   0.234609E+02   0.959938E-01  -0.766620E+02
  1087   0.163437E+06   0.231997E+02   0.960098E-01  -0.763177E+02
  1088   0.158754E+06   0.229404E+02   0.960259E-01  -0.759538E+02
  1089   0.152810E+06   0.226831E+02   0.960419E-01  -0.755705E+02
  1090   0.145657E+06   0.224277E+02   0.960578E-01  -0.751683E+02
  1091   0.137356E+06   0.221746E+02   0.960737E-01  -0.747481E+02
  1092   0.127980E+06   0.219236E+02   0.960896E-01  -0.743091E+02
  1093   0.117606E+06   0.216750E+02   0.961054E-01  -0.738528E+02
  1094   0.106324E+06   0.214288E+02   0.961211E-01  -0.733785E+02
  1095   0.942273E+05   0.211852E+02   0.961367E-01  -0.728876E+02
  1096   0.814168E+05   0.209441E+02   0.961522E-01  -0.723793E+02
  1097   0.679991E+05   0.207058E+02   0.961675E-01  -0.718546E+02
  1098   0.540854E+05   0.204703E+02   0.961827E-01  -0.713139E+02
  1099   0.397904E+05   0.202377E+02   0.961978E-01  -0.707575E+02
  1100   0.252318E+05   0.200080E+02   0.962127E-01  -0.701860E+02
  1101   0.105287E+05   0.197812E+02   0.962274E-01  -0.695986E+02
  1102  -0.419840E+04   0.195575E+02   0.962419E-01  -0.689969E+02
  1103  -0.188296E+05   0.193370E+02   0.962563E-01  -0.683799E+02
  1104  -0.332461E+05   0.191197E+02   0.962704E-01  -0.677489E+02
  1105  -0.473308E+05   0.189057E+02   0.962842E-01  -0.671042E+02
  1106  -0.609702E+05   0.186950E+02   0.962979E-01  -0.664457E+02
  1107  -0.740544E+05   0.184877E+02   0.963113E-01  -0.657741E+02
  1108  -0.864783E+05   0.182839E+02   0.963244E-01  -0.650896E+02
  1109  -0.981428E+05   0.180838E+02   0.963373E-01  -0.643925E+02
  1110  -0.108955E+06   0.178872E+02   0.963499E-01  -0.636832E+02
  1111  -0.118829E+06   0.176943E+02   0.963621E-01  -0.629621E+02
  1112  -0.127688E+06   0.175051E+02   0.963741E-01  -0.622295E+02
  1113  -0.135462E+06   0.173197E+02   0.963857E-01  -0.614859E+02
  1114  -0.142090E+06   0.171383E+02   0.963970E-01  -0.607314E+02
  1115  -0.147524E+06   0.169607E+02   0.964079E-01  -0.599666E+02
  1116  -0.151720E+06   0.167871E+02   0.964185E-01  -0.591919E+02
  1117  -0.154650E+06   0.166175E+02   0.964287E-01  -0.584075E+02
  1118  -0.156292E+06   0.164520E+02   0.964385E-01  -0.576138E+02
  1119  -0.156638E+06   0.162906E+02   0.964479E-01  -0.568113E+02
  1120  -0.155688E+06   0.161333E+02   0.964569E-01  -0.560001E+02
  1121  -0.153453E+06   0.159803E+02   0.964655E-01  -0.551809E+02
  1122  -0.149956E+06   0.158315E+02   0.964736E-01  -0.543538E+02
  1123  -0.145229E+06   0.156870E+02   0.964812E-01  -0.535192E+02
  1124  -0.139314E+06   0.155468E+02   0.964884E-01  -0.526776E+02
  1125  -0.132263E+06   0.154110E+02   0.964950E-01  -0.518292E+02
  1126  -0.124137E+06   0.152795E+02   0.965012E-01  -0.509746E+02
  1127  -0.115005E+06   0.151525E+02   0.965068E-01  -0.501142E+02
  1128  -0.104944E+06   0.150300E+02   0.965119E-01  -0.492485E+02
  1129  -0.940396E+05   0.149120E+02   0.965165E-01  -0.483777E+02
  1130  -0.823830E+05   0.147984E+02   0.965205E-01  -0.475024E+02
  1131  -0.700715E+05   0.146895E+02   0.965239E-01  -0.466231E+02
  1132  -0.572074E+05   0.145851E+02   0.965267E-01  -0.457399E+02
  1133  -0.438975E+05   0.144854E+02   0.965289E-01  -0.448534E+02
  1134  -0.302516E+05   0.143903E+02   0.965305E-01  -0.439638E+02
  1135  -0.163821E+05   0.142998E+02   0.965314E-01  -0.430716E+02
  1136  -0.240296E+04   0.142140E+02   0.965317E-01  -0.421771E+02
  1137   0.115715E+05   0.141328E+02   0.965313E-01  -0.412806E+02
  1138   0.254271E+05   0.140563E+02   0.965303E-01  -0.403826E+02
  1139   0.390512E+05   0.139844E+02   0.965285E-01  -0.394834E+02
  1140   0.523330E+05   0.139173E+02   0.965260E-01  -0.385834E+02
  1141   0.651652E+05   0.138548E+02   0.965229E-01  -0.376830E+02
  1142   0.774442E+05   0.137970E+02   0.965189E-01  -0.367825E+02
  1143   0.890714E+05   0.137440E+02   0.965143E-01  -0.358825E+02
  1144   0.999537E+05   0.136956E+02   0.965089E-01  -0.349831E+02
  1145   0.110004E+06   0.136519E+02   0.965027E-01  -0.340849E+02
  1146   0.119144E+06   0.136129E+02   0.964957E-01  -0.331882E+02
  1147   0.127300E+06   0.135787E+02   0.964880E-01  -0.322933E+02
  1148   0.134408E+06   0.135491E+02   0.964794E-01  -0.314005E+02
  1149   0.140415E+06   0.135241E+02   0.964700E-01  -0.305104E+02
  1150   0.145274E+06   0.135037E+02   0.964599E-01  -0.296230E+02
  1151   0.148948E+06   0.134880E+02   0.964489E-01  -0.287389E+02
  1152   0.151411E+06   0.134770E+02   0.964371E-01  -0.278584E+02
  1153   0.152647E+06   0.134705E+02   0.964244E-01  -0.269819E+02
  1154   0.152648E+06   0.134687E+02   0.964109E-01  -0.261098E+02
  1155   0.151419E+06   0.134713E+02   0.963965E-01  -0.252424E+02
  1156   0.148973E+06   0.134785E+02   0.963813E-01  -0.243803E+02
  1157   0.145334E+06   0.134902E+02   0.963653E-01  -0.235236E+02
  1158   0.140534E+06   0.135064E+02   0.963483E-01  -0.226730E+02
