#    L    TT             EE             BB             TE             PP             TP             EP          
  1108   0.126182E+04   0.172945E+02   0.000000E+00  -0.710186E+02   0.491294E-08  -0.467898E-07   0.316019E-06
  1109   0.126365E+04   0.170635E+02   0.000000E+00  -0.702107E+02   0.490422E-08  -0.500208E-07   0.310693E-06
  1110   0.126541E+04   0.168366E+02   0.000000E+00  -0.693883E+02   0.489553E-08  -0.530180E-07   0.305368E-06
  1111   0.126709E+04   0.166140E+02   0.000000E+00  -0.685520E+02   0.488685E-08  -0.557833E-07   0.300042E-06
  1112   0.126869E+04   0.163955E+02   0.000000E+00  -0.677019E+02   0.487820E-08  -0.583189E-07   0.294716E-06
  1113   0.127022E+04   0.161814E+02   0.000000E+00  -0.668388E+02   0.486956E-08  -0.606269E-07   0.289391E-06
  1114   0.127166E+04   0.159718E+02   0.000000E+00  -0.659628E+02   0.486095E-08  -0.627093E-07   0.284067E-06
  1115   0.127303E+04   0.157665E+02   0.000000E+00  -0.650745E+02   0.485236E-08  -0.645683E-07   0.278744E-06
  1116   0.127432E+04   0.155659E+02   0.000000E+00  -0.641742E+02   0.484379E-08  -0.662061E-07   0.273422E-06
  1117   0.127552E+04   0.153698E+02   0.000000E+00  -0.632624E+02   0.483524E-08  -0.676245E-07   0.268102E-06
  1118   0.127665E+04   0.151783E+02   0.000000E+00  -0.623393E+02   0.482671E-08  -0.688259E-07   0.262783E-06
  1119   0.127769E+04   0.149916E+02   0.000000E+00  -0.614056E+02   0.481820E-08  -0.698122E-07   0.257467E-06
  1120   0.127863E+04   0.148096E+02   0.000000E+00  -0.604615E+02   0.480971E-08  -0.705855E-07   0.252153E-06
  1121   0.127950E+04   0.146325E+02   0.000000E+00  -0.595075E+02   0.480124E-08  -0.711480E-07   0.246842E-06
  1122   0.128028E+04   0.144602E+02   0.000000E+00  -0.585440E+02   0.479279E-08  -0.715018E-07   0.241534E-06
  1123   0.128097E+04   0.142929E+02   0.000000E+00  -0.575714E+02   0.478437E-08  -0.716489E-07   0.236228E-06
  1124   0.128157E+04   0.141305E+02   0.000000E+00  -0.565901E+02   0.477596E-08  -0.715915E-07   0.230927E-06
  1125   0.128208E+04   0.139732E+02   0.000000E+00  -0.556005E+02   0.476757E-08  -0.713316E-07   0.225629E-06
  1126   0.128250E+04   0.138209E+02   0.000000E+00  -0.546033E+02   0.475920E-08  -0.708713E-07   0.220335E-06
  1127   0.128283E+04   0.136737E+02   0.000000E+00  -0.535988E+02   0.475084E-08  -0.702128E-07   0.215045E-06
  1128   0.128307E+04   0.135318E+02   0.000000E+00  -0.525875E+02   0.474251E-08  -0.693581E-07   0.209760E-06
  1129   0.128321E+04   0.133950E+02   0.000000E+00  -0.515700E+02   0.473420E-08  -0.683093E-07   0.204479E-06
  1130   0.128327E+04   0.132634E+02   0.000000E+00  -0.505466E+02   0.472590E-08  -0.670686E-07   0.199204E-06
  1131   0.128323E+04   0.131371E+02   0.000000E+00  -0.495179E+02   0.471762E-08  -0.656380E-07   0.193934E-06
  1132   0.128310E+04   0.130162E+02   0.000000E+00  -0.484843E+02   0.470936E-08  -0.640196E-07   0.188669E-06
  1133   0.128288E+04   0.129006E+02   0.000000E+00  -0.474462E+02   0.470112E-08  -0.622155E-07   0.183411E-06
  1134   0.128256E+04   0.127903E+02   0.000000E+00  -0.464040E+02   0.469290E-08  -0.602278E-07   0.178158E-06
  1135   0.128215E+04   0.126854E+02   0.000000E+00  -0.453582E+02   0.468470E-08  -0.580587E-07   0.172912E-06
  1136   0.128165E+04   0.125860E+02   0.000000E+00  -0.443092E+02   0.467651E-08  -0.557101E-07   0.167673E-06
  1137   0.128105E+04   0.124919E+02   0.000000E+00  -0.432575E+02   0.466834E-08  -0.531842E-07   0.162440E-06
  1138   0.128036E+04   0.124033E+02   0.000000E+00  -0.422033E+02   0.466019E-08  -0.504832E-07   0.157215E-06
  1139   0.127958E+04   0.123201E+02   0.000000E+00  -0.411473E+02   0.465205E-08  -0.476090E-07   0.151997E-06
  1140   0.127869E+04   0.122424E+02   0.000000E+00  -0.400898E+02   0.464393E-08  -0.445638E-07   0.146786E-06
  1141   0.127771E+04   0.121701E+02   0.000000E+00  -0.390313E+02   0.463583E-08  -0.413498E-07   0.141584E-06
  1142   0.127664E+04   0.121033E+02   0.000000E+00  -0.379723E+02   0.462774E-08  -0.379689E-07   0.136390E-06
  1143   0.127547E+04   0.120420E+02   0.000000E+00  -0.369131E+02   0.461968E-08  -0.344232E-07   0.131204E-06
  1144   0.127420E+04   0.119862E+02   0.000000E+00  -0.358544E+02   0.461162E-08  -0.307150E-07   0.126028E-06
  1145   0.127284E+04   0.119359E+02   0.000000E+00  -0.347964E+02   0.460359E-08  -0.268462E-07   0.120860E-06
  1146   0.127139E+04   0.118911E+02   0.000000E+00  -0.337397E+02   0.459557E-08  -0.228190E-07   0.115701E-06
  1147   0.126984E+04   0.118518E+02   0.000000E+00  -0.326847E+02   0.458756E-08  -0.186355E-07   0.110553E-06
  1148   0.126820E+04   0.118180E+02   0.000000E+00  -0.316317E+02   0.457957E-08  -0.142977E-07   0.105413E-06
  1149   0.126645E+04   0.117896E+02   0.000000E+00  -0.305812E+02   0.457160E-08  -0.980777E-08   0.100285E-06
  1150   0.126462E+04   0.117666E+02   0.000000E+00  -0.295336E+02   0.456364E-08  -0.516780E-08   0.951659E-07
  1151   0.126269E+04   0.117492E+02   0.000000E+00  -0.284894E+02   0.455570E-08  -0.379209E-09   0.900580E-07
  1152   0.126067E+04   0.117371E+02   0.000000E+00  -0.274490E+02   0.454777E-08   0.455931E-08   0.849610E-07
  1153   0.125856E+04   0.117305E+02   0.000000E+00  -0.264128E+02   0.453986E-08   0.964973E-08   0.798750E-07
  1154   0.125635E+04   0.117293E+02   0.000000E+00  -0.253813E+02   0.453196E-08   0.148940E-07   0.748005E-07
  1155   0.125405E+04   0.117334E+02   0.000000E+00  -0.243550E+02   0.452408E-08   0.202942E-07   0.697375E-07
  1156   0.125166E+04   0.117429E+02   0.000000E+00  -0.233344E+02   0.451621E-08   0.258522E-07   0.646865E-07
  1157   0.124919E+04   0.117577E+02   0.000000E+00  -0.223198E+02   0.450836E-08   0.315700E-07   0.596475E-07
  1158   0.124663E+04   0.117778E+02   0.000000E+00  -0.213119E+02   0.450052E-08   0.374496E-07   0.546210E-07
  1159   0.124398E+04   0.118031E+02   0.000000E+00  -0.203109E+02   0.449270E-08   0.434930E-07   0.496070E-07
  1160   0.124125E+04   0.118337E+02   0.000000E+00  -0.193174E+02   0.448489E-08   0.497022E-07   0.446059E-07
  1161   0.123843E+04   0.118695E+02   0.000000E+00  -0.183317E+02   0.447710E-08   0.560790E-07   0.396179E-07
  1162   0.123553E+04   0.119105E+02   0.000000E+00  -0.173543E+02   0.446933E-08   0.626256E-07   0.346433E-07
  1163   0.123254E+04   0.119565E+02   0.000000E+00  -0.163855E+02   0.446157E-08   0.693439E-07   0.296823E-07
  1164   0.122948E+04   0.120077E+02   0.000000E+00  -0.154258E+02   0.445383E-08   0.762358E-07   0.247351E-07
  1165   0.122634E+04   0.120639E+02   0.000000E+00  -0.144756E+02   0.444610E-08   0.833033E-07   0.198021E-07
  1166   0.122311E+04   0.121251E+02   0.000000E+00  -0.135352E+02   0.443838E-08   0.905485E-07   0.148833E-07
  1167   0.121981E+04   0.121912E+02   0.000000E+00  -0.126051E+02   0.443069E-08   0.979733E-07   0.997920E-08
  1168   0.121642E+04   0.122622E+02   0.000000E+00  -0.116856E+02   0.442300E-08   0.105580E-06   0.508991E-08
  1169   0.121297E+04   0.123381E+02   0.000000E+00  -0.107772E+02   0.441534E-08   0.113370E-06   0.215713E-09
  1170   0.120944E+04   0.124187E+02   0.000000E+00  -0.988009E+01   0.440769E-08   0.121345E-06  -0.464315E-08
  1171   0.120584E+04   0.125041E+02   0.000000E+00  -0.899486E+01   0.440005E-08   0.129508E-06  -0.948642E-08
  1172   0.120216E+04   0.125943E+02   0.000000E+00  -0.812172E+01   0.439243E-08   0.137860E-06  -0.143139E-07
  1173   0.119842E+04   0.126890E+02   0.000000E+00  -0.726114E+01   0.438483E-08   0.146404E-06  -0.191252E-07
  1174   0.119461E+04   0.127883E+02   0.000000E+00  -0.641346E+01   0.437724E-08   0.155141E-06  -0.239203E-07
  1175   0.119072E+04   0.128921E+02   0.000000E+00  -0.557897E+01   0.436966E-08   0.164074E-06  -0.286987E-07
  1176   0.118678E+04   0.130004E+02   0.000000E+00  -0.475801E+01   0.436211E-08   0.173204E-06  -0.334604E-07
  1177   0.118277E+04   0.131130E+02   0.000000E+00  -0.395090E+01   0.435457E-08   0.182534E-06  -0.382049E-07
  1178   0.117869E+04   0.132300E+02   0.000000E+00  -0.315798E+01   0.434704E-08   0.192065E-06  -0.429322E-07
  1179   0.117455E+04   0.133512E+02   0.000000E+00  -0.237957E+01   0.433953E-08   0.201799E-06  -0.476419E-07
  1180   0.117035E+04   0.134766E+02   0.000000E+00  -0.161600E+01   0.433204E-08   0.211738E-06  -0.523337E-07
  1181   0.116609E+04   0.136061E+02   0.000000E+00  -0.867563E+00   0.432456E-08   0.221885E-06  -0.570076E-07
  1182   0.116178E+04   0.137396E+02   0.000000E+00  -0.134544E+00   0.431710E-08   0.232241E-06  -0.616631E-07
  1183   0.115741E+04   0.138771E+02   0.000000E+00   0.582749E+00   0.430965E-08   0.242809E-06  -0.663000E-07
  1184   0.115298E+04   0.140186E+02   0.000000E+00   0.128403E+01   0.430222E-08   0.253589E-06  -0.709182E-07
  1185   0.114850E+04   0.141637E+02   0.000000E+00   0.196901E+01   0.429480E-08   0.264585E-06  -0.755173E-07
  1186   0.114396E+04   0.143127E+02   0.000000E+00   0.263740E+01   0.428740E-08   0.275798E-06  -0.800971E-07
  1187   0.113938E+04   0.144652E+02   0.000000E+00   0.328890E+01   0.428002E-08   0.287230E-06  -0.846573E-07
  1188   0.113475E+04   0.146214E+02   0.000000E+00   0.392331E+01   0.427265E-08   0.298883E-06  -0.891978E-07
  1189   0.113007E+04   0.147810E+02   0.000000E+00   0.454038E+01   0.426530E-08   0.310759E-06  -0.937182E-07
  1190   0.112534E+04   0.149441E+02   0.000000E+00   0.513990E+01   0.425797E-08   0.322860E-06  -0.982183E-07
  1191   0.112057E+04   0.151104E+02   0.000000E+00   0.572165E+01   0.425065E-08   0.335189E-06  -0.102698E-06
  1192   0.111576E+04   0.152800E+02   0.000000E+00   0.628542E+01   0.424335E-08   0.347746E-06  -0.107157E-06
  1193   0.111091E+04   0.154528E+02   0.000000E+00   0.683098E+01   0.423606E-08   0.360535E-06  -0.111595E-06
  1194   0.110602E+04   0.156285E+02   0.000000E+00   0.735812E+01   0.422879E-08   0.373556E-06  -0.116011E-06
  1195   0.110110E+04   0.158072E+02   0.000000E+00   0.786666E+01   0.422153E-08   0.386813E-06  -0.120406E-06
  1196   0.109613E+04   0.159889E+02   0.000000E+00   0.835644E+01   0.421429E-08   0.400306E-06  -0.124779E-06
  1197   0.109114E+04   0.161733E+02   0.000000E+00   0.882728E+01   0.420707E-08   0.414038E-06  -0.129130E-06
  1198   0.108612E+04   0.163603E+02   0.000000E+00   0.927902E+01   0.419987E-08   0.428011E-06  -0.133459E-06
  1199   0.108106E+04   0.165501E+02   0.000000E+00   0.971142E+01   0.419268E-08   0.442228E-06  -0.137766E-06
  1200   0.107598E+04   0.167422E+02   0.000000E+00   0.101245E+02   0.418550E-08   0.456689E-06  -0.142049E-06
  1201   0.107087E+04   0.169368E+02   0.000000E+00   0.105178E+02   0.417835E-08   0.471392E-06  -0.146310E-06
  1202   0.106574E+04   0.171338E+02   0.000000E+00   0.108916E+02   0.417120E-08   0.486322E-06  -0.150547E-06
  1203   0.106058E+04   0.173328E+02   0.000000E+00   0.112455E+02   0.416408E-08   0.501455E-06  -0.154759E-06
  1204   0.105540E+04   0.175341E+02   0.000000E+00   0.115797E+02   0.415697E-08   0.516770E-06  -0.158946E-06
  1205   0.105021E+04   0.177374E+02   0.000000E+00   0.118939E+02   0.414988E-08   0.532246E-06  -0.163106E-06
  1206   0.104499E+04   0.179426E+02   0.000000E+00   0.121883E+02   0.414280E-08   0.547861E-06  -0.167239E-06
  1207   0.103976E+04   0.181496E+02   0.000000E+00   0.124626E+02   0.413574E-08   0.563593E-06  -0.171345E-06
  1208   0.103452E+04   0.183584E+02   0.000000E+00   0.127169E+02   0.412869E-08   0.579422E-06  -0.175422E-06
  1209   0.102927E+04   0.185687E+02   0.000000E+00   0.129511E+02   0.412166E-08   0.595326E-06  -0.179469E-06
  1210   0.102401E+04   0.187806E+02   0.000000E+00   0.131652E+02   0.411465E-08   0.611282E-06  -0.183487E-06
  1211   0.101873E+04   0.189940E+02   0.000000E+00   0.133593E+02   0.410765E-08   0.627270E-06  -0.187473E-06
  1212   0.101346E+04   0.192086E+02   0.000000E+00   0.135334E+02   0.410067E-08   0.643268E-06  -0.191427E-06
  1213   0.100817E+04   0.194246E+02   0.000000E+00   0.136873E+02   0.409370E-08   0.659255E-06  -0.195349E-06
  1214   0.100289E+04   0.196417E+02   0.000000E+00   0.138211E+02   0.408675E-08   0.675208E-06  -0.199237E-06
  1215   0.997614E+03   0.198598E+02   0.000000E+00   0.139350E+02   0.407981E-08   0.691107E-06  -0.203091E-06
  1216   0.992329E+03   0.200788E+02   0.000000E+00   0.140287E+02   0.407289E-08   0.706929E-06  -0.206910E-06
  1217   0.987052E+03   0.202987E+02   0.000000E+00   0.141025E+02   0.406599E-08   0.722654E-06  -0.210693E-06
  1218   0.981781E+03   0.205193E+02   0.000000E+00   0.141563E+02   0.405910E-08   0.738260E-06  -0.214440E-06
  1219   0.976518E+03   0.207405E+02   0.000000E+00   0.141901E+02   0.405222E-08   0.753725E-06  -0.218149E-06
  1220   0.971254E+03   0.209622E+02   0.000000E+00   0.142041E+02   0.404536E-08   0.769027E-06  -0.221819E-06
  1221   0.966013E+03   0.211843E+02   0.000000E+00   0.141981E+02   0.403852E-08   0.784146E-06  -0.225451E-06
  1222   0.960773E+03   0.214068E+02   0.000000E+00   0.141723E+02   0.403169E-08   0.799060E-06  -0.229043E-06
  1223   0.955554E+03   0.216294E+02   0.000000E+00   0.141269E+02   0.402487E-08   0.813746E-06  -0.232594E-06
  1224   0.950344E+03   0.218522E+02   0.000000E+00   0.140618E+02   0.401807E-08   0.828184E-06  -0.236103E-06
  1225   0.945156E+03   0.220750E+02   0.000000E+00   0.139773E+02   0.401129E-08   0.842353E-06  -0.239570E-06
  1226   0.939984E+03   0.222977E+02   0.000000E+00   0.138735E+02   0.400451E-08   0.856230E-06  -0.242994E-06
  1227   0.934835E+03   0.225201E+02   0.000000E+00   0.137505E+02   0.399776E-08   0.869794E-06  -0.246374E-06
  1228   0.929709E+03   0.227424E+02   0.000000E+00   0.136085E+02   0.399102E-08   0.883023E-06  -0.249710E-06
  1229   0.924614E+03   0.229642E+02   0.000000E+00   0.134476E+02   0.398429E-08   0.895896E-06  -0.253000E-06
  1230   0.919542E+03   0.231857E+02   0.000000E+00   0.132679E+02   0.397758E-08   0.908392E-06  -0.256243E-06
  1231   0.914493E+03   0.234065E+02   0.000000E+00   0.130696E+02   0.397088E-08   0.920488E-06  -0.259440E-06
  1232   0.909476E+03   0.236268E+02   0.000000E+00   0.128529E+02   0.396420E-08   0.932164E-06  -0.262588E-06
  1233   0.904497E+03   0.238461E+02   0.000000E+00   0.126177E+02   0.395753E-08   0.943398E-06  -0.265688E-06
  1234   0.899542E+03   0.240647E+02   0.000000E+00   0.123645E+02   0.395087E-08   0.954168E-06  -0.268739E-06
  1235   0.894625E+03   0.242822E+02   0.000000E+00   0.120931E+02   0.394423E-08   0.964453E-06  -0.271739E-06
  1236   0.889740E+03   0.244988E+02   0.000000E+00   0.118039E+02   0.393760E-08   0.974231E-06  -0.274687E-06
  1237   0.884894E+03   0.247140E+02   0.000000E+00   0.114970E+02   0.393099E-08   0.983481E-06  -0.277584E-06
  1238   0.880087E+03   0.249281E+02   0.000000E+00   0.111727E+02   0.392439E-08   0.992181E-06  -0.280428E-06
  1239   0.875320E+03   0.251408E+02   0.000000E+00   0.108310E+02   0.391781E-08   0.100031E-05  -0.283219E-06
  1240   0.870592E+03   0.253520E+02   0.000000E+00   0.104723E+02   0.391124E-08   0.100785E-05  -0.285955E-06
  1241   0.865910E+03   0.255617E+02   0.000000E+00   0.100967E+02   0.390468E-08   0.101477E-05  -0.288636E-06
  1242   0.861276E+03   0.257697E+02   0.000000E+00   0.970456E+01   0.389814E-08   0.102105E-05  -0.291261E-06
  1243   0.856681E+03   0.259760E+02   0.000000E+00   0.929598E+01   0.389161E-08   0.102668E-05  -0.293830E-06
  1244   0.852134E+03   0.261805E+02   0.000000E+00   0.887113E+01   0.388509E-08   0.103163E-05  -0.296340E-06
  1245   0.847634E+03   0.263830E+02   0.000000E+00   0.843039E+01   0.387859E-08   0.103588E-05  -0.298793E-06
  1246   0.843188E+03   0.265836E+02   0.000000E+00   0.797394E+01   0.387210E-08   0.103940E-05  -0.301186E-06
  1247   0.838790E+03   0.267820E+02   0.000000E+00   0.750202E+01   0.386562E-08   0.104219E-05  -0.303519E-06
  1248   0.834448E+03   0.269783E+02   0.000000E+00   0.701487E+01   0.385916E-08   0.104420E-05  -0.305792E-06
  1249   0.830153E+03   0.271722E+02   0.000000E+00   0.651272E+01   0.385271E-08   0.104543E-05  -0.308003E-06
  1250   0.825921E+03   0.273637E+02   0.000000E+00   0.599585E+01   0.384628E-08   0.104586E-05  -0.310151E-06
  1251   0.821737E+03   0.275528E+02   0.000000E+00   0.546454E+01   0.383986E-08   0.104546E-05  -0.312237E-06
  1252   0.817608E+03   0.277394E+02   0.000000E+00   0.491910E+01   0.383345E-08   0.104426E-05  -0.314260E-06
  1253   0.813542E+03   0.279233E+02   0.000000E+00   0.435982E+01   0.382705E-08   0.104231E-05  -0.316221E-06
  1254   0.809531E+03   0.281046E+02   0.000000E+00   0.378698E+01   0.382067E-08   0.103962E-05  -0.318121E-06
  1255   0.805583E+03   0.282832E+02   0.000000E+00   0.320090E+01   0.381430E-08   0.103623E-05  -0.319961E-06
  1256   0.801697E+03   0.284590E+02   0.000000E+00   0.260185E+01   0.380794E-08   0.103218E-05  -0.321742E-06
  1257   0.797874E+03   0.286319E+02   0.000000E+00   0.199013E+01   0.380160E-08   0.102749E-05  -0.323463E-06
  1258   0.794113E+03   0.288019E+02   0.000000E+00   0.136603E+01   0.379527E-08   0.102221E-05  -0.325127E-06
  1259   0.790407E+03   0.289689E+02   0.000000E+00   0.729852E+00   0.378895E-08   0.101636E-05  -0.326733E-06
  1260   0.786779E+03   0.291328E+02   0.000000E+00   0.818826E-01   0.378265E-08   0.100997E-05  -0.328282E-06
  1261   0.783205E+03   0.292936E+02   0.000000E+00  -0.577589E+00   0.377636E-08   0.100309E-05  -0.329776E-06
  1262   0.779700E+03   0.294511E+02   0.000000E+00  -0.124827E+01   0.377008E-08   0.995734E-06  -0.331214E-06
  1263   0.776265E+03   0.296053E+02   0.000000E+00  -0.192986E+01   0.376382E-08   0.987947E-06  -0.332598E-06
  1264   0.772892E+03   0.297563E+02   0.000000E+00  -0.262207E+01   0.375757E-08   0.979758E-06  -0.333928E-06
  1265   0.769589E+03   0.299038E+02   0.000000E+00  -0.332457E+01   0.375133E-08   0.971200E-06  -0.335205E-06
  1266   0.766347E+03   0.300478E+02   0.000000E+00  -0.403701E+01   0.374510E-08   0.962307E-06  -0.336430E-06
  1267   0.763182E+03   0.301882E+02   0.000000E+00  -0.475909E+01   0.373889E-08   0.953110E-06  -0.337603E-06
  1268   0.760086E+03   0.303252E+02   0.000000E+00  -0.549045E+01   0.373269E-08   0.943643E-06  -0.338726E-06
  1269   0.757060E+03   0.304585E+02   0.000000E+00  -0.623076E+01   0.372650E-08   0.933938E-06  -0.339798E-06
  1270   0.754102E+03   0.305881E+02   0.000000E+00  -0.697972E+01   0.372033E-08   0.924029E-06  -0.340821E-06
  1271   0.751213E+03   0.307140E+02   0.000000E+00  -0.773691E+01   0.371417E-08   0.913949E-06  -0.341795E-06
  1272   0.748401E+03   0.308360E+02   0.000000E+00  -0.850213E+01   0.370802E-08   0.903730E-06  -0.342722E-06
  1273   0.745657E+03   0.309542E+02   0.000000E+00  -0.927487E+01   0.370189E-08   0.893406E-06  -0.343601E-06
  1274   0.742981E+03   0.310686E+02   0.000000E+00  -0.100549E+02   0.369576E-08   0.883009E-06  -0.344433E-06
  1275   0.740381E+03   0.311791E+02   0.000000E+00  -0.108419E+02   0.368965E-08   0.872572E-06  -0.345220E-06
  1276   0.737854E+03   0.312855E+02   0.000000E+00  -0.116354E+02   0.368356E-08   0.862128E-06  -0.345962E-06
  1277   0.735400E+03   0.313881E+02   0.000000E+00  -0.124352E+02   0.367747E-08   0.851711E-06  -0.346660E-06
  1278   0.733019E+03   0.314865E+02   0.000000E+00  -0.132408E+02   0.367140E-08   0.841352E-06  -0.347314E-06
  1279   0.730711E+03   0.315808E+02   0.000000E+00  -0.140520E+02   0.366535E-08   0.831085E-06  -0.347925E-06
  1280   0.728476E+03   0.316711E+02   0.000000E+00  -0.148684E+02   0.365930E-08   0.820943E-06  -0.348494E-06
  1281   0.726315E+03   0.317571E+02   0.000000E+00  -0.156897E+02   0.365327E-08   0.810958E-06  -0.349022E-06
  1282   0.724228E+03   0.318389E+02   0.000000E+00  -0.165155E+02   0.364725E-08   0.801164E-06  -0.349509E-06
  1283   0.722213E+03   0.319164E+02   0.000000E+00  -0.173455E+02   0.364124E-08   0.791594E-06  -0.349956E-06
  1284   0.720272E+03   0.319896E+02   0.000000E+00  -0.181792E+02   0.363525E-08   0.782280E-06  -0.350364E-06
  1285   0.718405E+03   0.320585E+02   0.000000E+00  -0.190163E+02   0.362927E-08   0.773255E-06  -0.350733E-06
  1286   0.716611E+03   0.321230E+02   0.000000E+00  -0.198566E+02   0.362330E-08   0.764553E-06  -0.351065E-06
  1287   0.714892E+03   0.321832E+02   0.000000E+00  -0.206997E+02   0.361734E-08   0.756205E-06  -0.351359E-06
  1288   0.713245E+03   0.322389E+02   0.000000E+00  -0.215451E+02   0.361140E-08   0.748246E-06  -0.351618E-06
  1289   0.711671E+03   0.322902E+02   0.000000E+00  -0.223925E+02   0.360547E-08   0.740708E-06  -0.351840E-06
  1290   0.710171E+03   0.323372E+02   0.000000E+00  -0.232415E+02   0.359955E-08   0.733623E-06  -0.352028E-06
  1291   0.708744E+03   0.323797E+02   0.000000E+00  -0.240919E+02   0.359365E-08   0.727026E-06  -0.352182E-06
  1292   0.707390E+03   0.324178E+02   0.000000E+00  -0.249432E+02   0.358775E-08   0.720948E-06  -0.352302E-06
  1293   0.706109E+03   0.324516E+02   0.000000E+00  -0.257950E+02   0.358187E-08   0.715422E-06  -0.352390E-06
  1294   0.704901E+03   0.324808E+02   0.000000E+00  -0.266471E+02   0.357600E-08   0.710482E-06  -0.352446E-06
  1295   0.703765E+03   0.325055E+02   0.000000E+00  -0.274991E+02   0.357015E-08   0.706161E-06  -0.352471E-06
  1296   0.702701E+03   0.325258E+02   0.000000E+00  -0.283507E+02   0.356431E-08   0.702491E-06  -0.352465E-06
  1297   0.701707E+03   0.325415E+02   0.000000E+00  -0.292014E+02   0.355848E-08   0.699505E-06  -0.352429E-06
  1298   0.700786E+03   0.325528E+02   0.000000E+00  -0.300510E+02   0.355266E-08   0.697236E-06  -0.352364E-06
  1299   0.699934E+03   0.325595E+02   0.000000E+00  -0.308991E+02   0.354686E-08   0.695717E-06  -0.352271E-06
  1300   0.699153E+03   0.325617E+02   0.000000E+00  -0.317454E+02   0.354106E-08   0.694981E-06  -0.352151E-06
  1301   0.698441E+03   0.325594E+02   0.000000E+00  -0.325897E+02   0.353528E-08   0.695050E-06  -0.352003E-06
  1302   0.697799E+03   0.325526E+02   0.000000E+00  -0.334313E+02   0.352952E-08   0.695900E-06  -0.351828E-06
  1303   0.697225E+03   0.325413E+02   0.000000E+00  -0.342701E+02   0.352376E-08   0.697497E-06  -0.351626E-06
  1304   0.696719E+03   0.325255E+02   0.000000E+00  -0.351056E+02   0.351802E-08   0.699805E-06  -0.351396E-06
  1305   0.696283E+03   0.325052E+02   0.000000E+00  -0.359376E+02   0.351229E-08   0.702790E-06  -0.351138E-06
  1306   0.695913E+03   0.324806E+02   0.000000E+00  -0.367656E+02   0.350657E-08   0.706418E-06  -0.350852E-06
  1307   0.695610E+03   0.324514E+02   0.000000E+00  -0.375893E+02   0.350086E-08   0.710653E-06  -0.350537E-06
  1308   0.695374E+03   0.324179E+02   0.000000E+00  -0.384083E+02   0.349517E-08   0.715462E-06  -0.350193E-06
  1309   0.695204E+03   0.323800E+02   0.000000E+00  -0.392223E+02   0.348948E-08   0.720809E-06  -0.349820E-06
  1310   0.695099E+03   0.323376E+02   0.000000E+00  -0.400309E+02   0.348381E-08   0.726659E-06  -0.349418E-06
  1311   0.695058E+03   0.322909E+02   0.000000E+00  -0.408338E+02   0.347816E-08   0.732979E-06  -0.348986E-06
  1312   0.695082E+03   0.322397E+02   0.000000E+00  -0.416306E+02   0.347251E-08   0.739733E-06  -0.348523E-06
  1313   0.695168E+03   0.321842E+02   0.000000E+00  -0.424209E+02   0.346687E-08   0.746886E-06  -0.348030E-06
  1314   0.695317E+03   0.321244E+02   0.000000E+00  -0.432045E+02   0.346125E-08   0.754404E-06  -0.347507E-06
  1315   0.695528E+03   0.320603E+02   0.000000E+00  -0.439810E+02   0.345563E-08   0.762252E-06  -0.346952E-06
  1316   0.695800E+03   0.319920E+02   0.000000E+00  -0.447501E+02   0.345003E-08   0.770396E-06  -0.346367E-06
  1317   0.696132E+03   0.319195E+02   0.000000E+00  -0.455115E+02   0.344444E-08   0.778801E-06  -0.345749E-06
  1318   0.696524E+03   0.318428E+02   0.000000E+00  -0.462649E+02   0.343886E-08   0.787432E-06  -0.345100E-06
  1319   0.696975E+03   0.317622E+02   0.000000E+00  -0.470099E+02   0.343330E-08   0.796255E-06  -0.344419E-06
  1320   0.697483E+03   0.316774E+02   0.000000E+00  -0.477463E+02   0.342774E-08   0.805234E-06  -0.343705E-06
  1321   0.698049E+03   0.315886E+02   0.000000E+00  -0.484737E+02   0.342219E-08   0.814335E-06  -0.342959E-06
  1322   0.698672E+03   0.314958E+02   0.000000E+00  -0.491919E+02   0.341666E-08   0.823523E-06  -0.342179E-06
  1323   0.699350E+03   0.313992E+02   0.000000E+00  -0.499006E+02   0.341113E-08   0.832765E-06  -0.341366E-06
  1324   0.700083E+03   0.312986E+02   0.000000E+00  -0.505994E+02   0.340562E-08   0.842024E-06  -0.340520E-06
  1325   0.700868E+03   0.311942E+02   0.000000E+00  -0.512880E+02   0.340012E-08   0.851267E-06  -0.339640E-06
  1326   0.701707E+03   0.310859E+02   0.000000E+00  -0.519662E+02   0.339462E-08   0.860458E-06  -0.338725E-06
  1327   0.702597E+03   0.309739E+02   0.000000E+00  -0.526338E+02   0.338914E-08   0.869563E-06  -0.337776E-06
  1328   0.703538E+03   0.308580E+02   0.000000E+00  -0.532904E+02   0.338367E-08   0.878548E-06  -0.336792E-06
  1329   0.704528E+03   0.307386E+02   0.000000E+00  -0.539357E+02   0.337821E-08   0.887377E-06  -0.335773E-06
  1330   0.705567E+03   0.306154E+02   0.000000E+00  -0.545695E+02   0.337276E-08   0.896015E-06  -0.334719E-06
  1331   0.706654E+03   0.304888E+02   0.000000E+00  -0.551916E+02   0.336732E-08   0.904430E-06  -0.333628E-06
  1332   0.707787E+03   0.303585E+02   0.000000E+00  -0.558017E+02   0.336189E-08   0.912584E-06  -0.332502E-06
  1333   0.708965E+03   0.302248E+02   0.000000E+00  -0.563996E+02   0.335647E-08   0.920445E-06  -0.331340E-06
